"('T', 's')"
,,86.59,,1559010,86.57,,6.16,-0.15,4.26,10.76,-1.53,23.70,,,-0.15 - -0.17%,-0.17%,,USD,87.24,86.33,86.33 - 87.24,,,,3/1/2017,2.16,2.48,1.25B,5.75,1.53,6.08,5.50,,11/10/2016,82.33,,,,,,,,2/10/2017,2017-02-10 16:53:00 UTC+0000,86.59,,11:53am,11:53am - <b>86.59</b>,,,13.57B,,KLA-Tencor Corporation,,86.67,86.96,,1.26,15.74,,-1.74%,-0.17%,+5.18%,+14.19%,+37.68%,86.74,14.09,15.06,14.24,,4.17,,1.78,NMS,KLAC,,,75.83,234986,88.12,62.89,62.89 - 88.12,KLAC
,,,,1908830,,,-0.29,+0.18,5.96,3.21,-15.11,12.46,,,+0.18 - +0.15%,+0.15%,,USD,123.84,123.05,123.05 - 123.84,,,,4/4/2017,3.88,3.20,4.05B,6.30,1.52,6.76,5.99,,12/7/2016,117.80,,,,,,,,2/10/2017,2017-02-10 19:08:00 UTC+0000,123.76,,2:08pm,2:08pm - <b>123.76</b>,,,44.13B,,Kimberly-Clark Corporation Comm,,125.00,123.32,,2.67,20.66,,-10.88%,+0.15%,+5.06%,+2.66%,+11.19%,123.58,,19.64,18.31,,2.42,,2.94,NYQ,KMB,,,120.55,537759,138.87,111.30,111.30 - 138.87,KMB
,,,,13042700,,,15.44,+0.18,0.57,1.07,-0.80,8.33,,,+0.18 - +0.80%,+0.80%,,USD,22.70,22.47,22.47 - 22.70,,,,2/15/2017,0.50,2.22,6.16B,0.68,0.15,0.79,0.25,,1/30/2017,21.99,,,,,,,,2/10/2017,2017-02-10 17:30:00 UTC+0000,22.56,,12:30pm,12:30pm - <b>22.56</b>,,,50.31B,,"Kinder Morgan, Inc. Common Stoc",,25.50,22.58,,-65.82,90.97,,-3.42%,+0.80%,+2.59%,+5.00%,+58.54%,22.38,1.45,33.18,28.56,,3.82,,1.66,NYQ,KMI,,,21.49,6130133,23.36,14.23,14.23 - 23.36,KMI
,,,,2094850,,,16.0950,-0.2875,1.1480,8.5273,-1.7075,25.0625,,,-0.2875 - -0.4263%,-0.4263%,,USD,67.9100,66.7500,66.7500 - 67.9100,,,,,,,1.21B,3.2900,1.0000,3.5700,3.1560,,,66.0045,,,,,,,,2/10/2017,2017-02-10 18:09:00 UTC+0000,67.1525,,1:09pm,1:09pm - <b>67.1525</b>,,,12.57B,,CarMax Inc,,67.4000,67.7200,,1.4900,21.2777,,-2.4797%,-0.4263%,+1.7393%,+14.5454%,+59.5450%,67.4400,4.1901,20.4111,18.8102,,0.8125,,10.3900,NYQ,KMX,,,58.6252,559769,68.8600,42.0900,42.0900 - 68.8600,KMX
,,,,13647400,,,6.05,-0.39,-0.62,-1.32,-6.27,0.98,,,-0.39 - -0.95%,-0.95%,,USD,41.20,40.81,40.81 - 41.20,,,,12/15/2016,1.40,3.37,11.69B,1.91,0.59,2.07,1.65,,11/29/2016,41.48,,,,,,,,2/10/2017,2017-02-10 17:38:00 UTC+0000,40.86,,12:38pm,12:38pm - <b>40.86</b>,,,176.23B,,Coca-Cola Company (The) Common,,44.88,41.02,,10.58,24.78,,-13.30%,-0.95%,-1.50%,-3.14%,+2.46%,41.25,6.82,20.85,19.74,,4.19,,3.14,NYQ,KO,,,42.18,11454810,47.13,39.88,39.88 - 47.13,KO
,,,,3028380,,,11.35,+0.04,-3.74,-8.81,-21.18,3.39,,,+0.04 - +0.10%,+0.10%,,USD,38.91,37.96,37.96 - 38.91,,,,,,,1.21B,4.18,0.83,4.04,4.38,,,42.05,,,,,,,,2/10/2017,2017-02-10 18:31:00 UTC+0000,38.31,,1:31pm,1:31pm - <b>38.31</b>,,,6.25B,,Michael Kors Holdings Limited O,,41.71,38.48,,2.28,8.76,,-35.60%,+0.10%,-8.90%,-18.69%,+9.71%,38.27,3.37,9.17,9.48,,1.35,,5.80,NYQ,KORS,,,47.12,1983737,59.49,34.92,34.92 - 59.49,KORS
,,,,7739670,,,7.08,-0.05,-0.41,0.80,-7.47,4.73,,,-0.05 - -0.15%,-0.15%,,USD,33.67,33.17,33.17 - 33.67,,,,3/1/2017,0.48,1.42,5.88B,2.11,0.71,2.24,2.08,,11/10/2016,33.85,,,,,,,,2/10/2017,2017-02-10 18:15:00 UTC+0000,33.44,,1:15pm,1:15pm - <b>33.44</b>,,,31.37B,,Kroger Company (The) Common Sto,,36.00,33.50,,2.60,16.07,,-18.26%,-0.15%,-1.20%,+2.46%,+16.48%,33.49,4.73,15.85,14.93,,0.28,,1.84,NYQ,KR,,,32.64,3150681,40.91,28.71,28.71 - 40.91,KR
,,,,4909150,,,29.02,-0.74,-1.45,-4.18,-18.31,7.49,,,-0.74 - -1.76%,-1.76%,,USD,43.45,41.21,41.21 - 43.45,,,,12/21/2016,2.00,5.10,2.38B,3.64,0.34,3.74,3.29,,12/5/2016,42.81,,,,,,,,2/10/2017,2017-02-10 16:41:00 UTC+0000,41.36,,11:41am,11:41am - <b>41.36</b>,,,7.30B,,Kohl's Corporation Common Stock,,46.43,42.31,,1.50,12.59,,-30.69%,-1.76%,-3.38%,-9.19%,+22.11%,42.10,1.45,11.36,11.06,,0.39,,4.14,NYQ,KSS,,,45.54,2256098,59.67,33.87,33.87 - 59.67,KSS
,,,,1861960,,,38.31,+0.23,1.52,-3.76,-14.50,8.69,,,+0.23 - +0.27%,+0.27%,,USD,86.49,85.47,85.47 - 86.49,,,,4/5/2017,1.32,1.55,1.12B,5.06,1.25,5.63,4.43,,12/28/2016,84.67,,,,,,,,2/10/2017,2017-02-10 18:23:00 UTC+0000,86.19,,1:23pm,1:23pm - <b>86.19</b>,,,9.19B,,Kansas City Southern Common Sto,,96.32,86.10,,1.49,19.46,,-14.40%,+0.27%,+1.79%,-4.18%,+11.21%,85.96,2.24,17.03,15.31,,3.93,,1.72,NYQ,KSU,,,89.95,1183817,100.69,77.50,77.50 - 100.69,KSU
,,,,902555,,,54.22,+0.25,-0.09,3.10,-1.56,11.08,,,+0.25 - +0.54%,+0.54%,,USD,46.55,46.30,46.30 - 46.55,,,,12/13/2016,0.25,0.54,1.68B,3.13,0.78,3.18,1.87,,11/28/2016,46.58,,,,,,,,2/10/2017,2017-02-10 18:48:00 UTC+0000,46.49,,1:48pm,1:48pm - <b>46.49</b>,,,15.65B,,Loews Corporation Common Stock,,42.00,46.47,,2.63,24.89,,-3.25%,+0.54%,-0.20%,+7.14%,+31.29%,46.24,0.85,14.85,14.62,,1.19,,2.60,NYQ,L,,,43.39,338837,48.05,35.41,35.41 - 48.05,L
,,,,2443100,,,-4.16,-0.11,-3.07,-10.96,-29.96,1.33,,,-0.11 - -0.19%,-0.19%,,USD,59.88,58.47,58.47 - 59.88,,,,3/3/2017,2.40,4.03,2.63B,3.61,0.49,3.70,3.97,,11/16/2016,61.88,,,,,,,,2/10/2017,2017-02-10 18:17:00 UTC+0000,58.81,,1:17pm,1:17pm - <b>58.81</b>,,,16.82B,,"L Brands, Inc.",,67.72,58.95,,1.45,14.80,,-33.75%,-0.19%,-4.97%,-15.71%,+2.31%,58.92,,16.29,15.89,,1.35,,4.42,NYQ,LB,,,69.77,1980893,88.77,57.48,57.48 - 88.77,LB
,,,,878879,,,8.19,-0.11,0.49,-0.07,-5.78,7.52,,,-0.11 - -0.22%,-0.22%,,USD,49.15,48.68,48.68 - 49.15,,,,1/13/2017,1.36,2.80,597.90M,2.63,0.70,2.83,2.76,,12/13/2016,48.36,,,,,,,,2/10/2017,2017-02-10 17:01:00 UTC+0000,48.85,,12:01pm,12:01pm - <b>48.85</b>,,,6.52B,,"Leggett & Platt, Incorporated C",,50.40,48.96,,7.05,17.72,,-10.57%,-0.22%,+1.01%,-0.14%,+18.20%,48.96,5.97,18.57,17.26,,1.74,,9.07,NYQ,LEG,,,48.92,511868,54.62,41.33,41.33 - 54.62,LEG
,,,,2622640,,,29.97,+1.31,2.15,2.35,-3.10,8.14,,,+1.31 - +2.90%,+2.90%,,USD,46.53,45.69,45.69 - 46.53,,,,2/10/2017,0.16,0.36,1.34B,3.82,0.94,4.38,3.93,,1/25/2017,44.35,,,,,,,,2/10/2017,2017-02-10 19:08:00 UTC+0000,46.50,,2:08pm,2:08pm - <b>46.50</b>,,,10.90B,,Lennar Corporation Class A Comm,,50.88,46.03,,1.35,11.82,,-6.25%,+2.90%,+4.85%,+5.31%,+21.22%,45.19,1.51,11.20,10.62,,0.97,,3.14,NYQ,LEN,,,44.15,1591854,49.60,38.36,38.36 - 49.60,LEN
,,,,756519,,,53.73,+1.60,3.40,2.45,-5.89,33.89,,,+1.60 - +1.20%,+1.20%,,USD,135.72,133.65,133.65 - 135.72,,,,,0.00,0.00,1.79B,8.80,2.22,9.64,6.31,,3/29/1994,132.03,,,,,,,,2/10/2017,2017-02-10 19:15:00 UTC+0000,135.43,,2:15pm,2:15pm - <b>135.43</b>,,,13.95B,,Laboratory Corporation of Ameri,,148.06,133.84,,1.50,21.48,,-4.17%,+1.20%,+2.58%,+1.84%,+33.38%,133.83,2.49,15.39,14.05,,1.48,,2.42,NYQ,LH,,,132.98,452629,141.32,101.54,101.54 - 141.32,LH
,,31.170,,1908440,31.160,,11.146,-0.075,-0.219,-2.162,-5.185,6.735,,,-0.075 - -0.240%,-0.240%,,USD,31.345,31.110,31.110 - 31.345,,,,,,,1.02B,1.810,0.490,2.030,1.530,,,31.384,,,,,,,,2/10/2017,2017-02-10 18:20:00 UTC+0000,31.165,,1:20pm,1:20pm - <b>31.165</b>,,,9.58B,,LKQ Corporation,,38.910,31.260,,0.530,20.369,,-14.264%,-0.240%,-0.697%,-6.489%,+27.569%,31.240,2.803,17.218,15.352,,1.129,,2.120,NMS,LKQ,,,33.327,595024,36.350,24.430,24.430 - 36.350,LKQ
,,,,610132,,,58.86,+1.23,9.01,11.90,-0.15,48.75,,,+1.23 - +0.76%,+0.76%,,USD,162.88,161.25,161.25 - 162.88,,,,12/15/2016,2.80,1.74,1.21B,8.58,2.08,9.38,9.01,,11/15/2016,153.72,,,,,,,,2/10/2017,2017-02-10 18:09:00 UTC+0000,162.73,,1:09pm,1:09pm - <b>162.73</b>,,,12.58B,,"L3 Technologies, Inc. Common St",,176.60,161.64,,2.91,18.06,,-0.09%,+0.76%,+5.86%,+7.89%,+42.77%,161.50,2.74,18.92,17.35,,1.19,,2.66,NYQ,LLL,,,150.83,152968,162.88,113.98,113.98 - 162.88,LLL
,,63.53,,1647810,63.52,,7.81,-0.01,0.80,3.03,-0.90,22.82,,,-0.01 - -0.02%,-0.02%,,USD,63.63,63.30,63.30 - 63.63,,,,3/7/2017,1.32,2.09,725.98M,2.22,0.59,2.41,2.04,,11/16/2016,62.72,,,,,,,,2/10/2017,2017-02-10 18:39:00 UTC+0000,63.52,,1:39pm,1:39pm - <b>63.52</b>,,,15.29B,,Linear Technology Corporation,,63.00,63.63,,2.93,31.14,,-1.40%,-0.02%,+1.27%,+5.01%,+56.07%,63.53,8.13,28.61,26.36,,10.30,,4.77,NMS,LLTC,,,60.49,488380,64.42,40.70,40.70 - 64.42,LLTC
,,,,6192840,,,14.7390,+0.2892,2.1328,1.1698,-5.7958,13.8092,,,+0.2892 - +0.3722%,+0.3722%,,USD,78.2500,77.6000,77.6000 - 78.2500,,,,3/10/2017,2.0800,2.6700,5.41B,4.1100,1.0300,4.3900,2.5780,,11/10/2016,75.8564,,,,,,,,2/10/2017,2017-02-10 19:14:00 UTC+0000,77.9892,,2:14pm,2:14pm - <b>77.9892</b>,,,83.61B,,Eli Lilly and Company Common St,,86.3500,77.8700,,1.6700,30.2518,,-6.9175%,+0.3722%,+2.8116%,+1.5228%,+21.5164%,77.7000,5.2717,19.0218,17.7652,,3.9253,,1.8900,NYQ,LLY,,,76.8194,1584107,83.7850,64.1800,64.1800 - 83.7850,LLY
,,,,1510300,,,5.1780,+2.1647,6.3747,9.8047,-9.5353,54.8147,,,+2.1647 - +0.8384%,+0.8384%,,USD,260.4200,258.0000,258.0000 - 260.4200,,,,3/24/2017,7.2800,2.8500,6.76B,12.6500,3.0900,14.1000,17.4910,,11/29/2016,253.9900,,,,,,,,2/10/2017,2017-02-10 17:45:00 UTC+0000,260.3647,,12:45pm,12:45pm - <b>260.3647</b>,,,75.97B,,Lockheed Martin Corporation Com,,281.5800,258.4800,,2.4500,14.8856,,-3.5329%,+0.8384%,+2.5098%,+3.9131%,+26.6673%,258.2000,49.8648,20.5822,18.4656,,1.5946,,1.9500,NYQ,LMT,,,250.5600,323933,269.9000,205.5500,205.5500 - 269.9000,LMT
,,,,1615470,,,63.98,+0.58,2.94,14.88,-0.24,39.13,,,+0.58 - +0.83%,+0.83%,,USD,70.87,70.11,70.11 - 70.87,,,,2/1/2017,1.16,1.68,1.80B,6.99,1.74,7.52,5.03,,1/6/2017,67.69,,,,,,,,2/10/2017,2017-02-10 19:20:00 UTC+0000,70.63,,2:20pm,2:20pm - <b>70.63</b>,,,15.98B,,Lincoln National Corporation Co,,73.17,70.47,,1.16,14.04,,-0.34%,+0.83%,+4.34%,+26.70%,+124.22%,70.05,1.09,10.10,9.39,,1.19,,4.02,NYQ,LNC,,,55.75,756979,70.87,31.50,31.50 - 70.87,LNC
,,,,1031010,,,16.96,+0.16,0.25,0.05,-3.18,4.74,,,+0.16 - +0.42%,+0.42%,,USD,37.82,37.58,37.58 - 37.82,,,,2/15/2017,1.26,3.35,1.03B,1.88,0.43,2.00,1.51,,1/27/2017,37.56,,,,,,,,2/10/2017,2017-02-10 18:10:00 UTC+0000,37.81,,1:10pm,1:10pm - <b>37.81</b>,,,8.60B,,Alliant Energy Corporation Comm,,37.00,37.65,,3.34,25.02,,-7.76%,+0.42%,+0.66%,+0.12%,+14.32%,37.65,2.22,20.11,18.91,,2.62,,6.25,NYQ,LNT,,,37.76,319834,40.99,33.08,33.08 - 40.99,LNT
,,,,6020010,,,7.5590,+0.0565,1.4068,0.4441,-10.0635,10.1865,,,+0.0565 - +0.0768%,+0.0768%,,USD,74.0400,73.1100,73.1100 - 74.0400,,,,2/8/2017,1.4000,1.9300,7.54B,3.9200,1.0200,4.5400,2.7240,,1/23/2017,72.1797,,,,,,,,2/10/2017,2017-02-10 18:53:00 UTC+0000,73.5865,,1:53pm,1:53pm - <b>73.5865</b>,,,64.01B,,"Lowe's Companies, Inc. Common S",,80.6200,73.4200,,1.1600,27.0141,,-12.0305%,+0.0768%,+1.9490%,+0.6072%,+16.0670%,73.5300,9.7275,18.7721,16.2085,,1.0239,,1.2200,NYQ,LOW,,,73.1424,1904769,83.6500,63.4000,63.4000 - 83.6500,LOW
,,116.08,,1942460,116.01,,39.39,+0.04,4.24,15.59,-3.10,51.79,,,+0.04 - +0.03%,+0.03%,,USD,116.58,114.95,114.95 - 116.58,,,,1/4/2017,1.80,1.54,1.62B,9.23,2.65,8.69,5.58,,12/12/2016,111.80,,,,,,,,2/10/2017,2017-02-10 17:44:00 UTC+0000,116.04,,12:44pm,12:44pm - <b>116.04</b>,,,18.90B,,Lam Research Corporation,,131.89,116.57,,0.81,20.80,,-2.60%,+0.03%,+3.79%,+15.52%,+80.61%,116.00,2.94,12.57,13.35,,2.96,,8.49,NMS,LRCX,,,100.45,714949,119.14,64.25,64.25 - 119.14,LRCX
,,,,1592500,,,27.97,+0.48,0.35,3.27,-0.70,9.63,,,+0.48 - +2.05%,+2.05%,,USD,24.04,23.49,23.49 - 24.04,,,,12/28/2016,0.25,1.02,1.06B,0.20,0.00,1.38,0.12,,12/12/2016,23.55,,,,,,,,2/9/2017,2017-02-09 21:02:00 UTC+0000,23.90,,4:02pm,4:02pm - <b>23.90</b>,,,8.60B,,Leucadia National Corporation C,,30.00,23.54,,6.51,204.27,,-2.85%,+2.05%,+1.51%,+15.83%,+67.48%,23.42,0.84,119.50,17.32,,0.79,,4.49,NYQ,LUK,,,20.63,1577349,24.60,14.27,14.27 - 24.60,LUK
,,,,5768430,,,13.68,+0.18,3.41,11.29,-0.17,19.61,,,+0.18 - +0.33%,+0.33%,,USD,54.87,54.37,54.37 - 54.87,,,,3/30/2017,0.40,0.75,4.98B,3.88,1.19,4.66,3.55,,12/6/2016,51.29,,,,,,,,2/10/2017,2017-02-10 19:16:00 UTC+0000,54.70,,2:16pm,2:16pm - <b>54.70</b>,,,33.75B,,Southwest Airlines Company Comm,,62.07,54.77,,1.34,15.41,,-0.31%,+0.33%,+6.64%,+26.00%,+55.88%,54.52,3.99,14.10,11.74,,1.65,,1.97,NYQ,LUV,,,43.41,1959271,54.87,35.09,35.09 - 54.87,LUV
,,,,2275410,,,29.82,-0.12,-0.90,4.74,-2.62,13.50,,,-0.12 - -0.21%,-0.21%,,USD,57.81,57.32,57.32 - 57.81,,,,,,,2.67B,1.83,0.40,1.87,10.34,,,58.41,,,,,,,,2/10/2017,2017-02-10 16:45:00 UTC+0000,57.51,,11:45am,11:45am - <b>57.51</b>,,,20.70B,,"Level 3 Communications, Inc. Co",,62.88,57.58,,-0.93,5.56,,-4.35%,-0.21%,-1.54%,+8.99%,+30.67%,57.63,1.93,34.44,30.75,,2.53,,1.61,NYQ,LVLT,,,52.77,383075,60.12,44.01,44.01 - 60.12,LVLT
,,,,3163150,,,14.97,-0.52,1.09,8.61,-5.92,21.90,,,-0.52 - -0.56%,-0.56%,,USD,92.79,91.37,91.37 - 92.79,,,,12/13/2016,3.40,3.58,6.11B,9.91,2.67,8.96,9.13,,11/25/2016,90.63,,,,,,,,2/10/2017,2017-02-10 18:58:00 UTC+0000,91.72,,1:58pm,1:58pm - <b>91.72</b>,,,37.06B,,LyondellBasell Industries NV Or,,95.81,92.00,,8.28,10.05,,-6.06%,-0.56%,+1.20%,+10.37%,+31.37%,92.24,6.16,9.22,10.24,,1.28,,4.14,NYQ,LYB,,,83.11,2774095,97.64,69.82,69.82 - 97.64,LYB
,,,,8259200,,,12.396,-0.635,0.002,-4.810,-13.765,3.185,,,-0.635 - -1.962%,-1.962%,,USD,32.880,31.550,31.550 - 32.880,,,,1/3/2017,1.510,4.750,3.01B,3.050,0.400,3.210,2.197,,12/13/2016,31.733,,,,,,,,2/10/2017,2017-02-10 17:46:00 UTC+0000,31.735,,12:46pm,12:46pm - <b>31.735</b>,,,9.70B,,Macy's Inc Common Stock,,35.380,32.440,,0.570,14.445,,-30.253%,-1.962%,+0.007%,-13.162%,+11.156%,32.370,2.611,10.405,9.886,,0.379,,1.690,NYQ,M,,,36.545,3991761,45.500,28.550,28.550 - 45.500,M
,,,,3769930,,,5.232,+0.195,0.367,5.238,-3.575,24.185,,,+0.195 - +0.182%,+0.182%,,USD,107.640,107.200,107.200 - 107.640,,,,2/9/2017,0.880,0.830,6.25B,4.260,1.060,4.960,3.690,,1/5/2017,107.128,,,,,,,,2/10/2017,2017-02-10 19:24:00 UTC+0000,107.495,,2:24pm,2:24pm - <b>107.495</b>,,,116.20B,,Mastercard Incorporated Common,,121.930,107.550,,1.690,29.131,,-3.219%,+0.182%,+0.343%,+5.122%,+29.030%,107.300,20.508,25.234,21.672,,10.764,,1.960,NYQ,MA,,,102.257,1247822,111.070,83.310,83.310 - 111.070,MA
,,,,1443790,,,56.412,+0.515,1.860,3.599,-11.595,14.005,,,+0.515 - +0.526%,+0.526%,,USD,98.590,97.300,97.300 - 98.590,,,,1/31/2017,3.480,3.560,617.07M,2.310,0.530,2.340,2.690,,1/11/2017,96.555,,,,,,,,2/10/2017,2017-02-10 17:33:00 UTC+0000,98.415,,12:33pm,12:33pm - <b>98.415</b>,,,11.17B,,Mid-America Apartment Communiti,,104.630,97.580,,6.630,36.586,,-10.540%,+0.526%,+1.926%,+3.796%,+16.592%,97.900,1.735,46.642,42.058,,9.875,,1.640,NYQ,MAA,,,94.816,150690,110.010,84.410,84.410 - 110.010,MAA
,,,,941440,,,28.52,-0.04,-1.15,-6.94,-26.13,2.38,,,-0.04 - -0.06%,-0.06%,,USD,68.73,68.16,68.16 - 68.73,,,,12/2/2016,2.84,4.11,641.38M,0.95,0.18,1.12,3.52,,11/8/2016,69.53,,,,,,,,2/10/2017,2017-02-10 19:21:00 UTC+0000,68.38,,2:21pm,2:21pm - <b>68.38</b>,,,9.85B,,Macerich Company (The) Common S,,75.79,68.31,,-668.82,19.43,,-27.65%,-0.06%,-1.65%,-9.21%,+3.61%,68.42,2.40,73.53,61.05,,9.08,,3.32,NYQ,MAC,,,75.32,307263,94.51,66.00,66.00 - 94.51,MAC
,,86.62,,2700070,86.60,,14.96,-0.19,2.61,11.21,-0.39,25.73,,,-0.19 - -0.22%,-0.22%,,USD,86.99,86.56,86.56 - 86.99,,,,12/30/2016,1.20,1.40,1.65B,3.63,0.91,4.06,2.81,,11/21/2016,83.99,,,,,,,,2/10/2017,2017-02-10 19:16:00 UTC+0000,86.60,,2:16pm,2:16pm - <b>86.60</b>,,,33.82B,,Marriott International,,86.08,86.99,,1.62,30.83,,-0.45%,-0.22%,+3.11%,+14.87%,+42.27%,86.79,5.80,23.86,21.33,,11.34,,3.27,NMS,MAR,,,75.39,1068664,86.99,60.87,60.87 - 86.99,MAR
,,,,3378860,,,-0.30,+0.55,1.01,0.33,-3.77,8.38,,,+0.55 - +1.66%,+1.66%,,USD,33.99,33.07,33.07 - 33.99,,,,2/13/2017,0.40,1.21,1.20B,1.54,0.60,2.14,1.39,,1/11/2017,32.60,,,,,,,,2/10/2017,2017-02-10 17:20:00 UTC+0000,33.61,,12:20pm,12:20pm - <b>33.61</b>,,,10.91B,,Masco Corporation Common Stock,,37.53,33.15,,0.79,24.25,,-10.09%,+1.66%,+3.08%,+1.00%,+33.21%,33.06,,17.88,15.71,,1.47,,1.68,NYQ,MAS,,,33.28,1994880,37.38,25.23,25.23 - 37.38,MAS
,,25.780,,5136170,25.770,,7.018,-0.055,-2.577,-5.070,-8.985,0.601,,,-0.055 - -0.213%,-0.213%,,USD,25.990,25.560,25.560 - 25.990,,,,3/3/2017,1.520,5.860,824.15M,1.480,0.020,1.720,0.920,,11/18/2016,28.352,,,,,,,,2/10/2017,2017-02-10 19:19:00 UTC+0000,25.775,,2:19pm,2:19pm - <b>25.775</b>,,,8.83B,,"Mattel, Inc.",,31.270,25.960,,1.120,28.016,,-25.849%,-0.213%,-9.091%,-16.438%,+2.389%,25.830,3.681,17.416,14.985,,1.622,,7.340,NMS,MAT,,,30.845,3356350,34.760,25.174,25.174 - 34.760,MAT
,,,,3840800,,,-1.956,+1.365,3.592,7.731,-6.115,15.515,,,+1.365 - +1.097%,+1.097%,,USD,125.900,124.520,124.520 - 125.900,,,,3/15/2017,3.760,3.020,9.34B,6.170,1.570,6.620,5.440,,11/29/2016,122.253,,,,,,,,2/10/2017,2017-02-10 17:30:00 UTC+0000,125.845,,12:30pm,12:30pm - <b>125.845</b>,,,104.51B,,McDonald's Corporation Common S,,131.170,124.680,,2.330,23.133,,-4.634%,+1.097%,+2.938%,+6.545%,+14.062%,124.480,,20.396,19.010,,4.198,,2.770,NYQ,MCD,,,118.114,1650905,131.960,110.330,110.330 - 131.960,MCD
,,70.49,,2706370,70.48,,11.87,-0.45,3.72,7.83,-6.02,31.11,,,-0.45 - -0.63%,-0.63%,,USD,70.92,69.76,69.76 - 70.92,,,,12/5/2016,1.44,2.09,713.83M,3.88,1.11,4.49,0.41,,11/17/2016,66.76,,,,,,,,2/10/2017,2017-02-10 19:10:00 UTC+0000,70.48,,2:10pm,2:10pm - <b>70.48</b>,,,15.24B,,Microchip Technology Incorporat,,83.27,70.54,,0.77,171.48,,-7.87%,-0.63%,+5.57%,+12.49%,+79.02%,70.93,5.97,18.07,15.70,,5.01,,8.72,NMS,MCHP,,,62.65,6078905,76.50,39.37,39.37 - 76.50,MCHP
,,,,2144390,,,36.27,+0.27,-3.65,-19.51,-59.45,25.45,,,+0.27 - +0.19%,+0.19%,,USD,140.37,139.20,139.20 - 140.37,,,,4/3/2017,1.12,0.80,4.62B,12.67,2.92,11.98,8.43,,11/29/2016,143.63,,,,,,,,2/10/2017,2017-02-10 19:13:00 UTC+0000,139.98,,2:13pm,2:13pm - <b>139.98</b>,,,29.68B,,McKesson Corporation Common Sto,,155.50,140.03,,1.41,16.61,,-29.81%,+0.19%,-2.54%,-12.23%,+22.22%,139.71,3.85,11.05,11.68,,0.15,,0.00,NYQ,MCK,,,159.49,718487,199.43,114.53,114.53 - 199.43,MCK
,,,,1043910,,,-2.95,+0.76,7.47,4.53,-3.25,28.32,,,+0.76 - +0.71%,+0.71%,,USD,107.65,106.67,106.67 - 107.65,,,,3/10/2017,1.52,1.42,1.58B,4.71,1.09,5.07,4.64,,11/17/2016,100.11,,,,,,,,2/9/2017,2017-02-09 21:02:00 UTC+0000,107.58,,4:02pm,4:02pm - <b>107.58</b>,,,20.57B,,Moody's Corporation Common Stoc,,104.20,107.37,,2.69,23.20,,-2.93%,+0.71%,+7.46%,+4.39%,+35.73%,106.82,,22.84,21.22,,5.79,,4.26,NYQ,MCO,,,103.05,782440,110.83,79.26,79.26 - 110.83,MCO
,,45.23,,8343000,45.22,,16.34,+0.52,0.57,1.73,-1.18,7.58,,,+0.52 - +1.16%,+1.16%,,USD,45.30,44.61,44.61 - 45.30,,,,1/12/2017,0.76,1.73,4.24B,2.10,0.49,2.34,1.05,,12/28/2016,44.65,,,,,,,,2/10/2017,2017-02-10 18:05:00 UTC+0000,45.22,,1:05pm,1:05pm - <b>45.22</b>,,,69.64B,,"Mondelez International, Inc.",,49.42,44.65,,1.93,43.07,,-2.54%,+1.16%,+1.27%,+3.98%,+20.14%,44.70,2.74,21.43,19.32,,2.66,,2.47,NMS,MDLZ,,,43.49,4254948,46.40,37.64,37.64 - 46.40,MDLZ
,,,,6937610,,,36.55,+0.33,1.94,-4.68,-13.23,6.69,,,+0.33 - +0.44%,+0.44%,,USD,76.17,75.71,75.71 - 76.17,,,,1/13/2017,1.72,2.26,8.95B,4.57,1.31,5.00,3.00,,12/21/2016,74.10,,,,,,,,2/10/2017,2017-02-10 18:10:00 UTC+0000,76.04,,1:10pm,1:10pm - <b>76.04</b>,,,104.41B,,Medtronic plc. Ordinary Shares,,84.54,75.85,,2.24,25.32,,-14.82%,+0.44%,+2.62%,-5.80%,+9.65%,75.71,2.07,16.64,15.21,,3.58,,1.60,NYQ,MDT,,,80.72,1495171,89.27,69.35,69.35 - 89.27,MDT
,,,,6400930,,,61.44,+1.19,-1.34,3.80,-5.51,17.37,,,+1.19 - +2.32%,+2.32%,,USD,52.88,51.63,51.63 - 52.88,,,,3/13/2017,1.60,3.08,1.81B,5.33,1.30,5.85,0.63,,2/2/2017,53.92,,,,,,,,2/9/2017,2017-02-09 21:02:00 UTC+0000,52.58,,4:02pm,4:02pm - <b>52.58</b>,,,57.60B,,"MetLife, Inc. Common Stock",,59.93,51.73,,1.05,83.59,,-9.49%,+2.32%,-2.49%,+7.78%,+49.33%,51.39,0.84,9.86,9.03,,0.89,,2.94,NYQ,MET,,,48.78,5909686,58.09,35.21,35.21 - 58.09,MET
,,,,591663,,,76.40,+7.17,13.82,18.75,-0.01,69.09,,,+7.17 - +3.34%,+3.34%,,USD,221.95,209.90,209.90 - 221.95,,,,,,,1.70B,12.57,3.74,14.19,49.90,,,208.12,,,,,,,,2/10/2017,2017-02-10 18:47:00 UTC+0000,221.94,,1:47pm,1:47pm - <b>221.94</b>,,,16.46B,,"Mohawk Industries, Inc. Common",,235.23,212.50,,2.13,,,-0.00%,+3.34%,+6.64%,+9.23%,+45.20%,214.77,2.81,16.83,15.64,,1.82,,2.08,NYQ,MHK,,,203.19,975983,221.95,152.85,152.85 - 221.95,MHK
