AfterHoursChangeRealtime,AnnualizedGain,Ask,AskRealtime,AverageDailyVolume,Bid,BidRealtime,BookValue,Change,ChangeFromFiftydayMovingAverage,ChangeFromTwoHundreddayMovingAverage,ChangeFromYearHigh,ChangeFromYearLow,ChangePercentRealtime,ChangeRealtime,Change_PercentChange,ChangeinPercent,Commission,Currency,DaysHigh,DaysLow,DaysRange,DaysRangeRealtime,DaysValueChange,DaysValueChangeRealtime,DividendPayDate,DividendShare,DividendYield,EBITDA,EPSEstimateCurrentYear,EPSEstimateNextQuarter,EPSEstimateNextYear,EarningsShare,ErrorIndicationreturnedforsymbolchangedinvalid,ExDividendDate,FiftydayMovingAverage,HighLimit,HoldingsGain,HoldingsGainPercent,HoldingsGainPercentRealtime,HoldingsGainRealtime,HoldingsValue,HoldingsValueRealtime,LastTradeDate,LastTradeDateTimeUTC,LastTradePriceOnly,LastTradeRealtimeWithTime,LastTradeTime,LastTradeWithTime,LowLimit,MarketCapRealtime,MarketCapitalization,MoreInfo,Name,Notes,OneyrTargetPrice,Open,OrderBookRealtime,PEGRatio,PERatio,PERatioRealtime,PercebtChangeFromYearHigh,PercentChange,PercentChangeFromFiftydayMovingAverage,PercentChangeFromTwoHundreddayMovingAverage,PercentChangeFromYearLow,PreviousClose,PriceBook,PriceEPSEstimateCurrentYear,PriceEPSEstimateNextYear,PricePaid,PriceSales,SharesOwned,ShortRatio,StockExchange,Symbol,TickerTrend,TradeDate,TwoHundreddayMovingAverage,Volume,YearHigh,YearLow,YearRange,symbol
,,,,3393680,,,12.366,+0.215,-0.113,-2.453,-7.235,0.745,,,+0.215 - +0.867%,+0.867%,,USD,25.050,24.710,24.710 - 25.050,,,,4/17/2017,1.080,4.360,748.30M,0.650,0.160,0.700,0.790,,12/29/2016,25.118,,,,,,,,2/10/2017,2017-02-10 18:56:00 UTC+0000,25.005,,1:56pm,1:56pm - <b>25.005</b>,,,10.63B,,Kimco Realty Corporation Common,,27.580,24.760,,12.220,31.652,,-22.441%,+0.867%,-0.451%,-8.935%,+3.071%,24.790,2.005,39.070,35.721,,8.987,,3.500,NYQ,KIM,,,27.458,1045181,32.240,24.260,24.260 - 32.240,KIM
,,86.66,,1559010,86.64,,6.16,-0.08,4.33,10.83,-1.46,23.77,,,-0.08 - -0.09%,-0.09%,,USD,87.24,86.33,86.33 - 87.24,,,,3/1/2017,2.16,2.48,1.25B,5.75,1.53,6.08,5.50,,11/10/2016,82.33,,,,,,,,2/10/2017,2017-02-10 19:44:00 UTC+0000,86.66,,2:44pm,2:44pm - <b>86.66</b>,,,13.58B,,KLA-Tencor Corporation,,86.67,86.96,,1.26,15.75,,-1.66%,-0.09%,+5.26%,+14.28%,+37.80%,86.74,14.09,15.07,14.25,,4.17,,1.78,NMS,KLAC,,,75.83,483395,88.12,62.89,62.89 - 88.12,KLAC
,,,,1908830,,,-0.29,+0.12,5.90,3.15,-15.17,12.40,,,+0.12 - +0.10%,+0.10%,,USD,123.84,123.05,123.05 - 123.84,,,,4/4/2017,3.88,3.20,4.05B,6.30,1.52,6.76,5.99,,12/7/2016,117.80,,,,,,,,2/10/2017,2017-02-10 20:42:00 UTC+0000,123.70,,3:42pm,3:42pm - <b>123.70</b>,,,44.11B,,Kimberly-Clark Corporation Comm,,125.00,123.32,,2.67,20.65,,-10.92%,+0.10%,+5.01%,+2.61%,+11.14%,123.58,,19.63,18.30,,2.42,,2.94,NYQ,KMB,,,120.55,733264,138.87,111.30,111.30 - 138.87,KMB
,,,,13042700,,,15.44,+0.09,0.48,0.98,-0.89,8.24,,,+0.09 - +0.40%,+0.40%,,USD,22.70,22.44,22.44 - 22.70,,,,2/15/2017,0.50,2.22,6.16B,0.68,0.15,0.79,0.25,,1/30/2017,21.99,,,,,,,,2/10/2017,2017-02-10 20:24:00 UTC+0000,22.47,,3:24pm,3:24pm - <b>22.47</b>,,,50.11B,,"Kinder Morgan, Inc. Common Stoc",,25.50,22.58,,-65.82,90.60,,-3.81%,+0.40%,+2.18%,+4.58%,+57.91%,22.38,1.45,33.04,28.44,,3.82,,1.66,NYQ,KMI,,,21.49,9500660,23.36,14.23,14.23 - 23.36,KMI
,,,,2094850,,,16.09,+0.06,1.50,8.87,-1.36,25.41,,,+0.06 - +0.09%,+0.09%,,USD,67.91,66.75,66.75 - 67.91,,,,,,,1.21B,3.29,1.00,3.57,3.16,,,66.00,,,,,,,,2/10/2017,2017-02-10 20:23:00 UTC+0000,67.50,,3:23pm,3:23pm - <b>67.50</b>,,,12.63B,,CarMax Inc,,67.40,67.72,,1.49,21.39,,-1.98%,+0.09%,+2.27%,+15.14%,+60.37%,67.44,4.19,20.52,18.91,,0.81,,10.39,NYQ,KMX,,,58.63,1046694,68.86,42.09,42.09 - 68.86,KMX
,,,,13647400,,,6.0460,-0.4665,-0.6998,-1.4009,-6.3465,0.9035,,,-0.4665 - -1.1309%,-1.1309%,,USD,41.2000,40.7700,40.7700 - 41.2000,,,,12/15/2016,1.4000,3.3700,11.69B,1.9100,0.5900,2.0700,1.6490,,11/29/2016,41.4833,,,,,,,,2/10/2017,2017-02-10 18:30:00 UTC+0000,40.7835,,1:30pm,1:30pm - <b>40.7835</b>,,,175.90B,,Coca-Cola Company (The) Common,,44.8800,41.0200,,10.5800,24.7323,,-13.4659%,-1.1309%,-1.6869%,-3.3209%,+2.2655%,41.2500,6.8227,20.8079,19.7022,,4.1906,,3.1400,NYQ,KO,,,42.1844,13277666,47.1300,39.8800,39.8800 - 47.1300,KO
,,,,3028380,,,11.35,+0.40,-3.78,-8.85,-21.22,3.35,,,+0.40 - +1.06%,+1.06%,,USD,38.87,37.91,37.91 - 38.87,,,,,,,1.21B,4.18,0.83,4.04,4.38,,,42.05,,,,,,,,2/9/2017,2017-02-09 21:01:00 UTC+0000,38.27,,4:01pm,4:01pm - <b>38.27</b>,,,6.24B,,Michael Kors Holdings Limited O,,41.71,38.01,,2.26,8.75,,-35.67%,+1.06%,-8.99%,-18.78%,+9.59%,37.87,3.34,9.16,9.47,,1.34,,5.80,NYQ,KORS,,,47.12,3734061,59.49,34.92,34.92 - 59.49,KORS
,,,,7739670,,,7.08,+0.02,-0.34,0.87,-7.40,4.80,,,+0.02 - +0.06%,+0.06%,,USD,33.67,33.17,33.17 - 33.67,,,,3/1/2017,0.48,1.42,5.88B,2.11,0.71,2.24,2.08,,11/10/2016,33.85,,,,,,,,2/10/2017,2017-02-10 20:46:00 UTC+0000,33.51,,3:46pm,3:46pm - <b>33.51</b>,,,31.44B,,Kroger Company (The) Common Sto,,36.00,33.50,,2.60,16.10,,-18.09%,+0.06%,-0.99%,+2.68%,+16.72%,33.49,4.73,15.88,14.96,,0.28,,1.84,NYQ,KR,,,32.64,5121625,40.91,28.71,28.71 - 40.91,KR
,,,,4909150,,,29.02,-0.38,-1.09,-3.82,-17.95,7.85,,,-0.38 - -0.90%,-0.90%,,USD,43.45,41.21,41.21 - 43.45,,,,12/21/2016,2.00,5.10,2.38B,3.64,0.34,3.74,3.29,,12/5/2016,42.81,,,,,,,,2/10/2017,2017-02-10 19:07:00 UTC+0000,41.72,,2:07pm,2:07pm - <b>41.72</b>,,,7.36B,,Kohl's Corporation Common Stock,,46.43,42.31,,1.50,12.70,,-30.08%,-0.90%,-2.54%,-8.40%,+23.18%,42.10,1.45,11.46,11.16,,0.39,,4.14,NYQ,KSS,,,45.54,3469098,59.67,33.87,33.87 - 59.67,KSS
,,,,1861960,,,38.31,+0.23,1.52,-3.76,-14.50,8.69,,,+0.23 - +0.27%,+0.27%,,USD,86.49,85.47,85.47 - 86.49,,,,4/5/2017,1.32,1.55,1.12B,5.06,1.25,5.63,4.43,,12/28/2016,84.67,,,,,,,,2/10/2017,2017-02-10 18:23:00 UTC+0000,86.19,,1:23pm,1:23pm - <b>86.19</b>,,,9.19B,,Kansas City Southern Common Sto,,96.32,86.10,,1.49,19.46,,-14.40%,+0.27%,+1.79%,-4.18%,+11.21%,85.96,2.24,17.03,15.31,,3.93,,1.72,NYQ,KSU,,,89.95,1183817,100.69,77.50,77.50 - 100.69,KSU
,,,,915971,,,54.22,-0.01,-0.39,2.87,-1.81,11.05,,,-0.01 - -0.02%,-0.02%,,USD,46.45,46.08,46.08 - 46.45,,,,12/13/2016,0.25,0.54,1.68B,3.13,0.78,3.18,1.87,,11/28/2016,46.63,,,,,,,,2/9/2017,2017-02-09 21:02:00 UTC+0000,46.24,,4:02pm,4:02pm - <b>46.24</b>,,,15.56B,,Loews Corporation Common Stock,,43.33,46.24,,2.63,24.75,,-3.77%,-0.02%,-0.84%,+6.61%,+31.40%,46.25,0.85,14.77,14.54,,1.19,,2.60,NYQ,L,,,43.37,765915,48.05,35.19,35.19 - 48.05,L
,,,,2443100,,,-4.16,+0.08,-2.88,-10.77,-29.77,1.52,,,+0.08 - +0.14%,+0.14%,,USD,59.88,58.47,58.47 - 59.88,,,,3/3/2017,2.40,4.03,2.63B,3.61,0.49,3.70,3.97,,11/16/2016,61.88,,,,,,,,2/10/2017,2017-02-10 20:00:00 UTC+0000,59.00,,3:00pm,3:00pm - <b>59.00</b>,,,16.87B,,"L Brands, Inc.",,67.72,58.95,,1.45,14.85,,-33.54%,+0.14%,-4.66%,-15.43%,+2.64%,58.92,,16.34,15.95,,1.35,,4.42,NYQ,LB,,,69.77,2579086,88.77,57.48,57.48 - 88.77,LB
,,,,878879,,,8.19,+0.03,0.63,0.07,-5.63,7.66,,,+0.03 - +0.06%,+0.06%,,USD,49.15,48.68,48.68 - 49.15,,,,1/13/2017,1.36,2.80,597.90M,2.63,0.70,2.83,2.76,,12/13/2016,48.36,,,,,,,,2/10/2017,2017-02-10 20:16:00 UTC+0000,48.99,,3:16pm,3:16pm - <b>48.99</b>,,,6.54B,,"Leggett & Platt, Incorporated C",,50.40,48.96,,7.05,17.78,,-10.32%,+0.06%,+1.30%,+0.14%,+18.53%,48.96,5.97,18.63,17.31,,1.74,,9.07,NYQ,LEG,,,48.92,788299,54.62,41.33,41.33 - 54.62,LEG
,,,,2622640,,,29.97,+0.00,0.84,1.04,-4.41,6.83,,,+0.00 - +0.00%,+0.00%,,USD,45.35,44.65,44.65 - 45.35,,,,2/10/2017,0.16,0.36,1.34B,3.82,0.94,4.38,3.93,,1/25/2017,44.35,,,,,,,,2/9/2017,2017-02-09 21:01:00 UTC+0000,45.19,,4:01pm,4:01pm - <b>45.19</b>,,,10.60B,,Lennar Corporation Class A Comm,,50.88,45.15,,1.35,11.49,,-8.89%,+0.00%,+1.89%,+2.35%,+17.81%,45.19,1.51,10.89,10.32,,0.97,,3.14,NYQ,LEN,,,44.15,1984838,49.60,38.36,38.36 - 49.60,LEN
,,,,756519,,,53.730,+1.535,3.339,2.386,-5.955,33.825,,,+1.535 - +1.147%,+1.147%,,USD,135.720,133.650,133.650 - 135.720,,,,,0.000,0.000,1.79B,8.800,2.220,9.640,6.306,,3/29/1994,132.026,,,,,,,,2/10/2017,2017-02-10 19:08:00 UTC+0000,135.365,,2:08pm,2:08pm - <b>135.365</b>,,,13.94B,,Laboratory Corporation of Ameri,,148.060,133.840,,1.500,21.466,,-4.214%,+1.147%,+2.529%,+1.794%,+33.312%,133.830,2.491,15.382,14.042,,1.483,,2.420,NYQ,LH,,,132.979,440793,141.320,101.540,101.540 - 141.320,LH
,,31.140,,1908440,31.130,,11.146,-0.105,-0.249,-2.192,-5.215,6.705,,,-0.105 - -0.336%,-0.336%,,USD,31.345,31.090,31.090 - 31.345,,,,,,,1.02B,1.810,0.490,2.030,1.530,,,31.384,,,,,,,,2/10/2017,2017-02-10 20:46:00 UTC+0000,31.135,,3:46pm,3:46pm - <b>31.135</b>,,,9.57B,,LKQ Corporation,,38.910,31.260,,0.530,20.350,,-14.347%,-0.336%,-0.793%,-6.579%,+27.446%,31.240,2.803,17.202,15.337,,1.129,,2.120,NMS,LKQ,,,33.327,1104455,36.350,24.430,24.430 - 36.350,LKQ
,,,,610132,,,58.86,+1.60,9.38,12.27,-0.36,49.12,,,+1.60 - +0.99%,+0.99%,,USD,163.46,161.25,161.25 - 163.46,,,,12/15/2016,2.80,1.74,1.21B,8.58,2.08,9.38,9.01,,11/15/2016,153.72,,,,,,,,2/10/2017,2017-02-10 20:39:00 UTC+0000,163.10,,3:39pm,3:39pm - <b>163.10</b>,,,12.61B,,"L3 Technologies, Inc. Common St",,176.60,161.64,,2.91,18.10,,-0.22%,+0.99%,+6.10%,+8.13%,+43.10%,161.50,2.74,18.97,17.39,,1.19,,2.66,NYQ,LLL,,,150.83,336125,163.46,113.98,113.98 - 163.46,LLL
,,63.53,,1647810,63.52,,7.81,-0.01,0.80,3.03,-0.90,22.82,,,-0.01 - -0.02%,-0.02%,,USD,63.63,63.30,63.30 - 63.63,,,,3/7/2017,1.32,2.09,725.98M,2.22,0.59,2.41,2.04,,11/16/2016,62.72,,,,,,,,2/10/2017,2017-02-10 18:39:00 UTC+0000,63.52,,1:39pm,1:39pm - <b>63.52</b>,,,15.29B,,Linear Technology Corporation,,63.00,63.63,,2.93,31.14,,-1.40%,-0.02%,+1.27%,+5.01%,+56.07%,63.53,8.13,28.61,26.36,,10.30,,4.77,NMS,LLTC,,,60.49,488380,64.42,40.70,40.70 - 64.42,LLTC
,,,,6192840,,,14.74,+0.16,2.00,1.04,-5.93,13.68,,,+0.16 - +0.21%,+0.21%,,USD,78.25,77.60,77.60 - 78.25,,,,3/10/2017,2.08,2.67,5.41B,4.11,1.03,4.39,2.58,,11/10/2016,75.86,,,,,,,,2/10/2017,2017-02-10 20:45:00 UTC+0000,77.86,,3:45pm,3:45pm - <b>77.86</b>,,,83.47B,,Eli Lilly and Company Common St,,86.35,77.87,,1.67,30.20,,-7.07%,+0.21%,+2.64%,+1.35%,+21.32%,77.70,5.27,18.99,17.74,,3.93,,1.89,NYQ,LLY,,,76.82,2069711,83.79,64.18,64.18 - 83.79,LLY
,,,,1510300,,,5.178,+2.585,6.795,10.225,-9.115,55.235,,,+2.585 - +1.001%,+1.001%,,USD,260.916,258.000,258.000 - 260.916,,,,3/24/2017,7.280,2.850,6.76B,12.650,3.090,14.100,17.491,,11/29/2016,253.990,,,,,,,,2/10/2017,2017-02-10 20:41:00 UTC+0000,260.785,,3:41pm,3:41pm - <b>260.785</b>,,,76.10B,,Lockheed Martin Corporation Com,,281.580,258.480,,2.450,14.910,,-3.377%,+1.001%,+2.675%,+4.081%,+26.872%,258.200,49.865,20.615,18.495,,1.595,,1.950,NYQ,LMT,,,250.560,574039,269.900,205.550,205.550 - 269.900,LMT
,,,,1615470,,,63.98,+0.50,2.86,14.80,-0.32,39.05,,,+0.50 - +0.71%,+0.71%,,USD,70.87,70.11,70.11 - 70.87,,,,2/1/2017,1.16,1.68,1.80B,6.99,1.74,7.52,5.03,,1/6/2017,67.69,,,,,,,,2/10/2017,2017-02-10 19:00:00 UTC+0000,70.55,,2:00pm,2:00pm - <b>70.55</b>,,,15.97B,,Lincoln National Corporation Co,,73.17,70.47,,1.16,14.03,,-0.45%,+0.71%,+4.22%,+26.56%,+123.97%,70.05,1.09,10.09,9.38,,1.19,,4.02,NYQ,LNC,,,55.75,700829,70.87,31.50,31.50 - 70.87,LNC
,,,,1031010,,,16.96,+0.10,0.19,-0.01,-3.24,4.67,,,+0.10 - +0.27%,+0.27%,,USD,37.86,37.58,37.58 - 37.86,,,,2/15/2017,1.26,3.35,1.03B,1.88,0.43,2.00,1.51,,1/27/2017,37.56,,,,,,,,2/10/2017,2017-02-10 20:20:00 UTC+0000,37.75,,3:20pm,3:20pm - <b>37.75</b>,,,8.59B,,Alliant Energy Corporation Comm,,37.00,37.65,,3.34,24.98,,-7.90%,+0.27%,+0.50%,-0.04%,+14.13%,37.65,2.22,20.08,18.88,,2.62,,6.25,NYQ,LNT,,,37.76,555552,40.99,33.08,33.08 - 40.99,LNT
,,,,6020010,,,7.5590,+0.0565,1.4068,0.4441,-10.0635,10.1865,,,+0.0565 - +0.0768%,+0.0768%,,USD,74.0400,73.1100,73.1100 - 74.0400,,,,2/8/2017,1.4000,1.9300,7.54B,3.9200,1.0200,4.5400,2.7240,,1/23/2017,72.1797,,,,,,,,2/10/2017,2017-02-10 18:53:00 UTC+0000,73.5865,,1:53pm,1:53pm - <b>73.5865</b>,,,64.01B,,"Lowe's Companies, Inc. Common S",,80.6200,73.4200,,1.1600,27.0141,,-12.0305%,+0.0768%,+1.9490%,+0.6072%,+16.0670%,73.5300,9.7275,18.7721,16.2085,,1.0239,,1.2200,NYQ,LOW,,,73.1424,1904769,83.6500,63.4000,63.4000 - 83.6500,LOW
,,115.98,,1942460,115.95,,39.39,-0.04,4.16,15.51,-3.18,51.71,,,-0.04 - -0.03%,-0.03%,,USD,116.58,114.95,114.95 - 116.58,,,,1/4/2017,1.80,1.54,1.62B,9.23,2.65,8.69,5.58,,12/12/2016,111.80,,,,,,,,2/10/2017,2017-02-10 20:33:00 UTC+0000,115.96,,3:33pm,3:33pm - <b>115.96</b>,,,18.88B,,Lam Research Corporation,,131.89,116.57,,0.81,20.79,,-2.67%,-0.03%,+3.72%,+15.44%,+80.48%,116.00,2.94,12.56,13.34,,2.96,,8.49,NMS,LRCX,,,100.45,1171889,119.14,64.25,64.25 - 119.14,LRCX
,,,,1561160,,,27.9690,+0.1365,0.4877,3.3796,-0.5635,9.7665,,,+0.1365 - +0.5711%,+0.5711%,,USD,24.1600,23.8800,23.8800 - 24.1600,,,,12/28/2016,0.2500,1.0200,1.06B,0.2000,0.0000,1.3800,0.1170,,12/12/2016,23.5488,,,,,,,,2/10/2017,2017-02-10 19:01:00 UTC+0000,24.0365,,2:01pm,2:01pm - <b>24.0365</b>,,,8.65B,,Leucadia National Corporation C,,30.0000,24.0900,,6.5100,205.4402,,-2.2906%,+0.5711%,+2.0710%,+16.3606%,+68.4408%,23.9000,0.8545,120.1825,17.4178,,0.8105,,4.4900,NYQ,LUK,,,20.6569,334417,24.6000,14.2700,14.2700 - 24.6000,LUK
,,,,5768430,,,13.68,+0.12,3.35,11.23,-0.23,19.55,,,+0.12 - +0.22%,+0.22%,,USD,54.87,54.37,54.37 - 54.87,,,,3/30/2017,0.40,0.75,4.98B,3.88,1.19,4.66,3.55,,12/6/2016,51.29,,,,,,,,2/10/2017,2017-02-10 20:02:00 UTC+0000,54.64,,3:02pm,3:02pm - <b>54.64</b>,,,33.71B,,Southwest Airlines Company Comm,,62.07,54.77,,1.34,15.39,,-0.42%,+0.22%,+6.52%,+25.86%,+55.71%,54.52,3.99,14.08,11.73,,1.65,,1.97,NYQ,LUV,,,43.41,2213878,54.87,35.09,35.09 - 54.87,LUV
,,,,2275410,,,29.82,+0.05,-0.73,4.91,-2.44,13.67,,,+0.05 - +0.09%,+0.09%,,USD,57.81,57.32,57.32 - 57.81,,,,,,,2.67B,1.83,0.40,1.87,10.34,,,58.41,,,,,,,,2/10/2017,2017-02-10 19:24:00 UTC+0000,57.68,,2:24pm,2:24pm - <b>57.68</b>,,,20.76B,,"Level 3 Communications, Inc. Co",,62.88,57.58,,-0.93,5.58,,-4.07%,+0.09%,-1.24%,+9.31%,+31.06%,57.63,1.93,34.54,30.84,,2.53,,1.61,NYQ,LVLT,,,52.77,766130,60.12,44.01,44.01 - 60.12,LVLT
,,,,3163150,,,14.97,+0.58,1.61,9.13,-5.40,22.42,,,+0.58 - +0.63%,+0.63%,,USD,92.81,91.96,91.96 - 92.81,,,,12/13/2016,3.40,3.58,6.11B,9.91,2.67,8.93,9.13,,11/25/2016,90.63,,,,,,,,2/9/2017,2017-02-09 21:03:00 UTC+0000,92.24,,4:03pm,4:03pm - <b>92.24</b>,,,37.27B,,LyondellBasell Industries NV Or,,95.43,92.00,,8.26,10.11,,-5.53%,+0.63%,+1.77%,+10.99%,+32.11%,91.66,6.12,9.31,10.33,,1.27,,4.14,NYQ,LYB,,,83.11,3110458,97.64,69.82,69.82 - 97.64,LYB
,,,,8259200,,,12.40,-0.20,0.44,-4.38,-13.33,3.62,,,-0.20 - -0.62%,-0.62%,,USD,32.88,31.55,31.55 - 32.88,,,,1/3/2017,1.51,4.75,3.01B,3.05,0.40,3.21,2.20,,12/13/2016,31.73,,,,,,,,2/10/2017,2017-02-10 20:34:00 UTC+0000,32.17,,3:34pm,3:34pm - <b>32.17</b>,,,9.83B,,Macy's Inc Common Stock,,35.38,32.44,,0.57,14.64,,-29.30%,-0.62%,+1.38%,-11.97%,+12.68%,32.37,2.61,10.55,10.02,,0.38,,1.69,NYQ,M,,,36.54,6580493,45.50,28.55,28.55 - 45.50,M
,,,,3769930,,,5.232,+0.195,0.367,5.238,-3.575,24.185,,,+0.195 - +0.182%,+0.182%,,USD,107.640,107.200,107.200 - 107.640,,,,2/9/2017,0.880,0.830,6.25B,4.260,1.060,4.960,3.690,,1/5/2017,107.128,,,,,,,,2/10/2017,2017-02-10 19:24:00 UTC+0000,107.495,,2:24pm,2:24pm - <b>107.495</b>,,,116.20B,,Mastercard Incorporated Common,,121.930,107.550,,1.690,29.131,,-3.219%,+0.182%,+0.343%,+5.122%,+29.030%,107.300,20.508,25.234,21.672,,10.764,,1.960,NYQ,MA,,,102.257,1247822,111.070,83.310,83.310 - 111.070,MA
,,,,1443790,,,56.41,+0.59,1.93,3.67,-11.52,14.08,,,+0.59 - +0.60%,+0.60%,,USD,98.50,97.30,97.30 - 98.50,,,,1/31/2017,3.48,3.56,617.07M,2.31,0.53,2.34,2.69,,1/11/2017,96.56,,,,,,,,2/10/2017,2017-02-10 16:23:00 UTC+0000,98.49,,11:23am,11:23am - <b>98.49</b>,,,11.18B,,Mid-America Apartment Communiti,,104.63,97.58,,6.63,36.61,,-10.47%,+0.60%,+2.00%,+3.87%,+16.68%,97.90,1.74,46.68,42.09,,9.88,,1.64,NYQ,MAA,,,94.82,99986,110.01,84.41,84.41 - 110.01,MAA
,,,,941440,,,28.52,-0.04,-1.15,-6.94,-26.13,2.38,,,-0.04 - -0.06%,-0.06%,,USD,68.73,68.16,68.16 - 68.73,,,,12/2/2016,2.84,4.11,641.38M,0.95,0.18,1.12,3.52,,11/8/2016,69.53,,,,,,,,2/10/2017,2017-02-10 19:21:00 UTC+0000,68.38,,2:21pm,2:21pm - <b>68.38</b>,,,9.85B,,Macerich Company (The) Common S,,75.79,68.31,,-668.82,19.43,,-27.65%,-0.06%,-1.65%,-9.21%,+3.61%,68.42,2.40,73.53,61.05,,9.08,,3.32,NYQ,MAC,,,75.32,307263,94.51,66.00,66.00 - 94.51,MAC
,,86.51,,2700070,86.49,,14.96,-0.29,2.51,11.11,-0.49,25.63,,,-0.29 - -0.33%,-0.33%,,USD,86.99,86.49,86.49 - 86.99,,,,12/30/2016,1.20,1.40,1.65B,3.63,0.91,4.06,2.81,,11/21/2016,83.99,,,,,,,,2/10/2017,2017-02-10 20:10:00 UTC+0000,86.50,,3:10pm,3:10pm - <b>86.50</b>,,,33.78B,,Marriott International,,86.08,86.99,,1.62,30.79,,-0.56%,-0.33%,+2.99%,+14.74%,+42.11%,86.79,5.80,23.83,21.31,,11.34,,3.27,NMS,MAR,,,75.39,1386627,86.99,60.87,60.87 - 86.99,MAR
,,,,3378860,,,-0.30,+0.67,1.13,0.45,-3.65,8.50,,,+0.67 - +2.03%,+2.03%,,USD,33.99,33.07,33.07 - 33.99,,,,2/13/2017,0.40,1.21,1.20B,1.54,0.60,2.14,1.39,,1/11/2017,32.60,,,,,,,,2/10/2017,2017-02-10 18:47:00 UTC+0000,33.73,,1:47pm,1:47pm - <b>33.73</b>,,,10.95B,,Masco Corporation Common Stock,,37.53,33.15,,0.79,24.34,,-9.76%,+2.03%,+3.45%,+1.36%,+33.69%,33.06,,17.94,15.76,,1.47,,1.68,NYQ,MAS,,,33.28,2470713,37.38,25.23,25.23 - 37.38,MAS
,,25.82,,5136170,25.81,,7.02,-0.01,-2.53,-5.03,-8.94,0.65,,,-0.01 - -0.04%,-0.04%,,USD,25.99,25.71,25.71 - 25.99,,,,3/3/2017,1.52,5.86,824.15M,1.48,0.02,1.72,0.92,,11/18/2016,28.35,,,,,,,,2/10/2017,2017-02-10 15:37:00 UTC+0000,25.82,,10:37am,10:37am - <b>25.82</b>,,,8.85B,,"Mattel, Inc.",,31.27,25.96,,1.12,28.07,,-25.72%,-0.04%,-8.93%,-16.29%,+2.57%,25.83,3.68,17.45,15.01,,1.62,,7.34,NMS,MAT,,,30.85,891156,34.76,25.17,25.17 - 34.76,MAT
,,,,3840800,,,-1.956,+1.435,3.662,7.801,-6.045,15.585,,,+1.435 - +1.153%,+1.153%,,USD,126.000,124.520,124.520 - 126.000,,,,3/15/2017,3.760,3.020,9.34B,6.170,1.570,6.620,5.440,,11/29/2016,122.253,,,,,,,,2/10/2017,2017-02-10 20:16:00 UTC+0000,125.915,,3:16pm,3:16pm - <b>125.915</b>,,,104.57B,,McDonald's Corporation Common S,,131.170,124.680,,2.330,23.146,,-4.581%,+1.153%,+2.995%,+6.605%,+14.126%,124.480,,20.408,19.020,,4.198,,2.770,NYQ,MCD,,,118.114,2560992,131.960,110.330,110.330 - 131.960,MCD
,,70.78,,2706370,70.77,,11.87,-0.15,4.02,8.13,-5.72,31.41,,,-0.15 - -0.21%,-0.21%,,USD,70.92,69.76,69.76 - 70.92,,,,12/5/2016,1.44,2.09,713.83M,3.88,1.11,4.49,0.41,,11/17/2016,66.76,,,,,,,,2/10/2017,2017-02-10 20:30:00 UTC+0000,70.78,,3:30pm,3:30pm - <b>70.78</b>,,,15.30B,,Microchip Technology Incorporat,,83.27,70.54,,0.77,172.21,,-7.48%,-0.21%,+6.02%,+12.97%,+79.78%,70.93,5.97,18.15,15.76,,5.01,,8.72,NMS,MCHP,,,62.65,8538365,76.50,39.37,39.37 - 76.50,MCHP
,,,,2144390,,,36.27,+0.15,-3.77,-19.63,-59.57,25.33,,,+0.15 - +0.11%,+0.11%,,USD,140.37,139.20,139.20 - 140.37,,,,4/3/2017,1.12,0.80,4.62B,12.67,2.92,11.98,8.43,,11/29/2016,143.63,,,,,,,,2/10/2017,2017-02-10 19:00:00 UTC+0000,139.86,,2:00pm,2:00pm - <b>139.86</b>,,,29.66B,,McKesson Corporation Common Sto,,155.50,140.03,,1.41,16.59,,-29.87%,+0.11%,-2.62%,-12.31%,+22.12%,139.71,3.85,11.04,11.67,,0.15,,0.00,NYQ,MCK,,,159.49,691952,199.43,114.53,114.53 - 199.43,MCK
,,,,1043910,,,-2.95,+0.56,8.03,5.09,-2.69,28.88,,,+0.56 - +0.52%,+0.52%,,USD,108.16,107.26,107.26 - 108.16,,,,3/10/2017,1.52,1.42,1.58B,4.71,1.09,5.07,4.64,,11/17/2016,100.11,,,,,,,,2/10/2017,2017-02-10 18:10:00 UTC+0000,108.14,,1:10pm,1:10pm - <b>108.14</b>,,,20.67B,,Moody's Corporation Common Stoc,,104.20,107.50,,2.71,23.32,,-2.43%,+0.52%,+8.02%,+4.94%,+36.44%,107.58,,22.96,21.33,,5.83,,4.26,NYQ,MCO,,,103.05,296033,110.83,79.26,79.26 - 110.83,MCO
,,45.03,,8343000,45.02,,16.34,+0.32,0.37,1.53,-1.38,7.38,,,+0.32 - +0.72%,+0.72%,,USD,45.30,44.61,44.61 - 45.30,,,,1/12/2017,0.76,1.73,4.24B,2.10,0.49,2.34,1.05,,12/28/2016,44.65,,,,,,,,2/10/2017,2017-02-10 20:47:00 UTC+0000,45.02,,3:47pm,3:47pm - <b>45.02</b>,,,69.33B,,"Mondelez International, Inc.",,49.42,44.65,,1.93,42.88,,-2.97%,+0.72%,+0.82%,+3.52%,+19.61%,44.70,2.74,21.34,19.24,,2.66,,2.47,NMS,MDLZ,,,43.49,1280037,46.40,37.64,37.64 - 46.40,MDLZ
