.Name,.Symbol,AverageDailyVolume,BookValue,DividendYield,EBITDA,EPSEstimateCurrentYear,EPSEstimateNextQuarter,EPSEstimateNextYear,EarningsShare,FiftydayMovingAverage,MarketCapitalization,OneyrTargetChange,PEGRatio,PERatio,PercentChangeAfterHours,PercentChangeFromFiftydayMovingAverage,PercentChangeFromTwoHundreddayMovingAverage,PercentChangeFromYearHigh,PercentChangeFromYearLow,PriceBook,PriceEPSEstimateCurrentYear,PriceEPSEstimateNextYear,PriceSales,ShortRatio,TwoHundreddayMovingAverage,Volume
"Harley-Davidson, Inc. Common St",HOG,2053800,11.00,2.45,1280000000.0,3.85,1.61,4.24,3.83,60.15,9950000000.0,0.011447811447811373,1.67,14.88,-0.04309764309764297,-0.052300000000000006,-0.0182,-0.1009,0.36920000000000003,5.40,14.81,13.44,1.73,6.47,58.06,5413441
"Hologic, Inc.",HOLX,2249670,8.02,0,1040000000.0,1.98,0.50,2.24,1.17,42.17,11820000000.0,0.1031894934333959,2.34,36.17,-0.0032833020637899057,0.0037,0.061200000000000004,-0.0176,0.2966,5.31,21.37,18.89,4.15,2.09,39.88,1089116
Honeywell International Inc. Co,HON,2769660,25.46,2.17,7710000000.0,7.04,1.75,7.66,6.20,125.31,93670000000.0,0.08822814550757507,2.49,19.85,-0.0018634043587458793,-0.018000000000000002,0.0443,-0.035,0.16920000000000002,4.85,17.48,16.07,2.39,2.54,117.83,1090994
Hewlett Packard Enterprise Comp,HPE,12044900,18.94,1.10,7800000000.0,1.47,0.31,1.36,1.84,21.45,30140000000.0,0.1308669243511873,-0.99,9.86,-0.001656543346217676,-0.1524,-0.1984,-0.2693,0.1821,0.96,12.37,13.37,0.62,2.19,22.68,4766604
Hormel Foods Corporation Common,HRL,2389500,8.65,2.00,1410000000.0,1.67,0.37,1.75,1.65,34.67,18390000000.0,0.14799767846778877,2.06,21.07,0.00029019152640730184,0.0028000000000000004,-0.0285,-0.1421,0.0479,3.99,20.82,19.87,1.92,9.89,35.79,949101
Harris Corporation Common Stock,HRS,796421,25.40,1.93,1580000000.0,5.55,1.59,6.16,5.28,110.67,13640000000.0,0.07975682787405858,0.47,20.74,-0.004446057526540148,-0.01,0.0604,-0.0304,0.4943,4.34,19.74,17.79,1.86,3.79,103.32,906108
"Henry Schein, Inc.",HSIC,460477,35.18,0,987240000.0,7.25,1.76,8.01,6.19,170.63,13280000000.0,0.05951323503286532,2.34,27.09,-0.0025463374193166466,-0.0172,0.0454,-0.0836,0.14679999999999999,4.80,23.13,20.94,1.16,5.04,160.42,311628
"Host Hotels & Resorts, Inc. Com",HST,8090320,9.48,4.29,1420000000.0,0.67,0.25,0.69,1.02,18.26,13760000000.0,0.032485110990795985,0.97,18.25,-0.0016242555495397104,0.0194,0.056100000000000004,-0.07919999999999999,0.3014,1.95,27.78,26.97,2.50,8.01,17.62,6881821
The Hershey Company Common Stoc,HSY,1043430,3.70,2.26,1620000000.0,4.78,0.92,5.20,3.34,108.73,23270000000.0,0.03091076356945721,2.63,32.81,9.199632014711412e-05,0.0077,0.0605,-0.0698,0.2462,29.36,22.92,21.07,3.10,2.16,103.32,733506
Humana Inc. Common Stock,HUM,1624720,71.57,0.76,2060000000.0,10.94,2.78,11.99,4.07,212.71,31640000000.0,0.05691591859754652,1.46,52.06,0.0018329651736617159,-0.0038,0.0623,-0.039,0.41259999999999997,2.97,19.37,17.67,0.58,3.90,199.47,480677
International Business Machines,IBM,3799850,19.29,3.30,18550000000.0,13.78,3.17,14.12,12.38,175.45,160920000000.0,-0.0024547048509643288,4.80,13.78,-0.0018118059614260495,-0.0276,0.0181,-0.0666,0.1973,8.87,12.38,12.08,2.02,6.18,167.58,2953082
Intercontinental Exchange Inc.,ICE,2881730,26.42,1.35,2750000000.0,3.01,0.75,3.42,2.37,59.75,6930000000.0,0.08735440931780358,1.57,25.43,-0.002828618968386043,0.0088,0.054900000000000004,-0.0276,0.2656,2.28,20.02,17.62,1.54,0.00,57.14,1673530
Internationa Flavors & Fragranc,IFF,665429,20.530,1.940,672980000.0,5.820,1.540,6.380,5.050,130.082,10600000000.0,-0.00969778980604441,2.950,26.548,-0.004285069914298778,0.030619999999999998,0.07339999999999999,-0.06666,0.18474000000000002,6.479,23.035,21.013,3.374,4.210,124.898,278195
"Illumina, Inc.",ILMN,936542,15.03,0,718780000.0,3.64,0.87,4.32,3.07,168.47,25540000000.0,-0.06083018002522633,3.85,56.86,-0.0068799449604401985,0.0362,0.1485,-0.0659,0.4623,11.61,47.96,40.41,10.64,5.85,152.00,492649
Incyte Corporation,INCY,2619960,2.2210,0,190850000.0,0.1800,0.5800,0.9600,0.5400,139.5310,23930000000.0,0.24589513762195603,19.8200,233.9998,-0.007614817165066956,-0.09439600000000001,0.10822599999999999,-0.174927,0.857414,56.7627,701.9995,131.6249,21.5956,2.1200,114.0200,2191972
Intel Corporation,INTC,24208200,14.00,3.09,22870000000.0,2.80,0.64,2.92,2.12,35.67,168270000000.0,0.1282412626832019,1.54,16.79,-0.0014092446448702445,-0.0021,-0.011399999999999999,-0.07440000000000001,0.2064,2.53,12.71,12.15,2.82,3.73,36.00,6091935
Intuit Inc.,INTU,1693990,3.07,1.15,1410000000.0,4.34,0.15,4.96,3.72,121.27,30440000000.0,0.014497639919083039,2.12,31.96,-0.0017700606877949498,-0.018500000000000003,0.0263,-0.07339999999999999,0.1998,38.70,27.42,24.00,6.25,1.52,115.97,1076648
International Paper Company Com,IP,3103090,10.56,3.64,2870000000.0,3.65,0.81,4.28,2.18,51.24,21160000000.0,0.09272835347731334,1.48,23.62,0.00792550029720629,0.0040999999999999995,0.0129,-0.1259,0.31129999999999997,4.78,14.10,12.02,0.98,3.20,50.79,3130081
"Interpublic Group of Companies,",IPG,3919930,5.15,2.93,1100000000.0,1.47,0.35,1.63,1.49,24.37,9780000000.0,0.07376395534290281,1.33,16.71,-0.00917065390749594,0.0216,0.0547,-0.017,0.1493,4.87,16.94,15.28,1.26,4.36,23.61,7318215
Ingersoll-Rand plc (Ireland),IR,1895700,25.65,1.97,1920000000.0,4.48,1.44,4.98,5.65,80.61,21160000000.0,0.04122081712062253,2.02,14.44,-0.006566147859922045,0.0113,0.0706,-0.0294,0.37939999999999996,3.21,18.20,16.37,1.58,2.14,76.14,858384
Iron Mountain Incorporated (Del,IRM,1396380,7.344,6.230,1110000000.0,1.220,0.280,1.380,0.424,35.238,9630000000.0,0.14237949289495688,8.430,86.097,-0.0011145165784340882,0.03596,0.060629999999999996,-0.12036,0.18715,4.887,29.922,26.453,2.695,10.900,34.418,1028455
"Intuitive Surgical, Inc.",ISRG,336890,148.91,0,1050000000.0,23.52,5.87,26.60,18.73,751.58,29460000000.0,-0.012638621335971156,2.95,40.55,-0.0003644504607694943,0.0106,0.0973,-0.021099999999999997,0.2437,5.16,32.29,28.55,11.02,8.92,692.20,270941
"Gartner, Inc. Common Stock",IT,907069,0.7370,0.0000,400910000.0,3.6000,0.9100,4.6100,2.3100,108.0890,9140000000.0,0.03356189101407425,1.6500,47.8631,-0.0030674846625766694,0.022895,0.100574,-0.016512,0.30782699999999996,150.3935,30.7121,23.9834,3.7476,5.2000,100.4600,208174
Illinois Tool Works Inc. Common,ITW,1279720,12.263,2.000,3530000000.0,6.170,1.590,6.850,5.700,132.989,45970000000.0,0.02306462662708375,2.270,23.273,-0.006013549516632355,-0.00251,0.05724,-0.02481,0.34922,10.713,21.465,19.366,3.348,6.050,125.473,1034483
Invesco Ltd Common Stock,IVZ,3191020,18.58,3.73,1330000000.0,2.42,0.59,2.73,2.06,31.19,12390000000.0,0.11812561015294487,1.21,14.89,-0.0055320533680442985,-0.0167,-0.0096,-0.0834,0.3326,1.65,12.67,11.23,2.62,1.97,30.97,2737820
"J.B. Hunt Transport Services, I",JBHT,1027060,12.70,1.03,1080000000.0,4.02,0.96,4.67,3.81,93.67,9900000000.0,0.14656043092806637,1.81,23.34,-0.0038155089215576865,-0.050499999999999996,-0.0404,-0.1313,0.1747,7.01,22.12,19.04,1.51,4.82,92.68,1084494
Jacobs Engineering Group Inc. C,JEC,911358,33.59,1.09,642120000.0,3.13,0.82,3.45,1.85,55.28,6490000000.0,0.11693171188026197,2.15,28.99,-0.008231992516370523,-0.0297,-0.0458,-0.1542,0.2562,1.59,17.30,15.55,0.61,2.94,56.22,684338
Johnson & Johnson Common Stock,JNJ,6966750,26.02,2.56,24960000000.0,7.05,1.80,7.41,5.93,125.32,329510000000.0,0.031578110085905164,3.03,20.48,-0.020203627107858724,-0.031,0.028999999999999998,-0.058600000000000006,0.1109,4.83,17.23,16.39,4.75,2.31,118.02,8150289
"Juniper Networks, Inc. Common S",JNPR,3751000,13.02,1.45,1110000000.0,2.19,0.53,2.35,1.53,27.96,10580000000.0,0.04727535185853471,1.14,18.10,-0.003247924936845892,-0.009399999999999999,0.0255,-0.051699999999999996,0.3081,2.13,12.65,11.79,2.12,3.86,27.01,6493556
JP Morgan Chase & Co. Common St,JPM,15731500,64.680,2.370,0.00,6.580,1.700,7.600,6.190,89.013,302470000000.0,0.0603307710225951,1.920,13.106,-0.005823433496389474,-0.043570000000000005,0.03366,-0.09412000000000001,0.49229,1.327,12.860,11.202,3.307,2.360,82.363,4313778
"Nordstrom, Inc. Common Stock",JWN,3327020,5.12,3.18,1650000000.0,2.92,0.65,3.04,2.02,44.73,7640000000.0,0.01366594360086748,2.93,22.68,-0.0015184381778742262,0.0241,-0.0698,-0.2708,0.3085,9.01,15.69,15.07,0.52,7.24,49.25,641255
Kellogg Company Common Stock,K,2115570,5.44,2.86,2250000000.0,3.93,0.97,4.31,1.96,73.43,25630000000.0,0.11934725487484443,2.71,37.23,0.0009680542110357404,-0.0060999999999999995,-0.009899999999999999,-0.16269999999999998,0.0317,13.29,18.57,16.93,1.95,2.43,73.71,1831730
KeyCorp Common Stock,KEY,11178700,12.577,2.000,0.00,1.320,0.320,1.530,0.801,17.979,18530000000.0,0.15570934256055358,1.250,21.567,-0.009803921568627305,-0.03915,0.01539,-0.11546,0.69197,1.379,13.087,11.291,3.934,2.680,17.013,5907766
The Kraft Heinz Company,KHC,3216270,47.15,2.62,8570000000.0,3.24,1.02,4.09,2.81,91.41,112590000000.0,-0.0140860449879886,1.51,32.92,-0.00043677658877472325,0.011899999999999999,0.0501,-0.053899999999999997,0.2069,1.94,24.54,22.62,4.21,2.17,88.08,2126471
Kimco Realty Corporation Common,KIM,3752400,12.37,4.83,766140000.0,0.59,0.15,0.66,0.79,22.46,9640000000.0,0.1648936170212767,6.41,28.68,-0.0004432624113474004,0.009000000000000001,-0.0933,-0.29710000000000003,0.0574,1.82,38.41,34.33,8.19,3.28,24.99,1386532
KLA-Tencor Corporation,KLAC,1143320,6.16,2.27,1250000000.0,5.75,1.54,6.06,5.50,94.05,14830000000.0,-0.08062827225130897,1.39,17.20,-0.005863874345549802,0.0059,0.13849999999999998,-0.0296,0.41450000000000004,15.51,16.45,15.61,4.59,2.69,83.09,1416082
"Kinder Morgan, Inc. Common Stoc",KMI,11313100,15.439,2.340,6160000000.0,0.690,0.160,0.780,0.246,21.452,47610000000.0,0.18530650444548424,3.100,86.687,-0.007019185774450265,-0.0059099999999999995,-0.00866,-0.08711,0.28232,1.384,30.906,27.340,3.653,2.130,21.511,6572609
CarMax Inc,KMX,2549990,16.66,0,1230000000.0,3.28,0.93,3.88,3.26,60.72,10370000000.0,0.19365758061642602,1.09,17.05,-0.006769998218421613,-0.08460000000000001,-0.0761,-0.19579999999999997,0.2335,3.37,15.75,14.32,0.63,10.16,60.16,1143195
Coca-Cola Company (The) Common,KO,14637400,5.38,3.46,11530000000.0,1.87,0.57,1.95,1.49,42.35,186340000000.0,0.025307638727652515,7.60,29.13,0.0009287206872532483,0.0248,0.0397,-0.0691,0.0883,8.01,23.21,22.26,4.42,2.63,41.74,7243750
Michael Kors Holdings Limited O,KORS,2750490,11.42,0,1220000000.0,4.16,0.84,4.02,4.38,37.26,5990000000.0,0.095123258306538,-2.96,8.43,-0.007234726688102988,-0.0097,-0.1425,-0.3336,0.0567,3.27,8.87,9.18,1.31,2.05,43.03,554745
Kroger Company (The) Common Sto,KR,8644260,7.25,1.63,5870000000.0,2.19,0.47,2.31,2.05,29.57,27260000000.0,0.1476666666666666,2.24,14.55,-0.0006666666666667043,0.0083,-0.0703,-0.2146,0.0541,4.14,13.62,12.91,0.24,1.71,32.07,5886197
Kohl's Corporation Common Stock,KSS,4389170,29.75,5.20,2310000000.0,3.61,1.17,3.63,3.11,39.68,6690000000.0,0.12027756360832709,1.27,12.47,-0.0017990233873038664,-0.0225,-0.1329,-0.34990000000000004,0.14529999999999998,1.31,10.75,10.69,0.36,5.05,44.73,2002376
Kansas City Southern Common Sto,KSU,1508990,38.31,1.50,1120000000.0,5.06,1.25,5.64,4.43,86.77,9590000000.0,0.060858923008455745,1.56,20.31,-0.006564307966177019,0.0368,0.0336,-0.1066,0.138,2.35,17.78,15.95,4.11,2.01,87.04,825812
Loews Corporation Common Stock,L,827261,53.96,0.53,2940000000.0,3.09,0.78,3.16,1.93,46.96,15530000000.0,-0.03184165232357994,2.69,23.91,-0.0064543889845094515,-0.0174,0.0166,-0.0398,0.20879999999999999,0.86,15.08,14.60,1.19,1.89,45.39,602179
"Leggett & Platt, Incorporated C",LEG,1014850,8.18,2.70,589200000.0,2.63,0.70,2.83,2.76,50.04,6930000000.0,-0.001170503316425986,7.41,18.54,-0.004096761607491284,0.0213,0.0562,-0.0645,0.16079999999999997,6.27,19.43,18.06,1.85,10.43,48.38,1014963
Lennar Corporation Class A Comm,LEN,2537980,30.31,0.31,1350000000.0,3.82,1.29,4.66,3.46,51.18,12290000000.0,0.07564469914040117,1.47,15.17,-0.005539637058261659,0.024399999999999998,0.15289999999999998,-0.0253,0.32130000000000003,1.73,12.25,11.25,1.09,3.81,45.48,1819195
Laboratory Corporation of Ameri,LH,783619,53.61,0.00,1830000000.0,9.60,2.53,10.38,7.02,143.04,14560000000.0,0.09894042523331703,1.65,20.28,-0.004911936004490802,-0.0048,0.0601,-0.0226,0.20379999999999998,2.66,14.83,13.71,1.54,3.75,134.28,310835
LKQ Corporation,LKQ,2579940,11.19,0,1000000000.0,1.86,0.54,2.09,1.50,29.75,8680000000.0,0.33689458689458696,0.56,18.86,-0.0035612535612534746,-0.0525,-0.10869999999999999,-0.2245,0.012199999999999999,2.51,15.16,13.49,1.01,2.05,31.63,1096385
"L3 Technologies, Inc. Common St",LLL,563055,58.95,1.80,1230000000.0,8.61,2.08,9.39,9.01,167.44,12900000000.0,0.06599015251591211,2.99,18.41,-0.00762579560465948,-0.009399999999999999,0.0575,-0.031400000000000004,0.3603,2.83,19.26,17.66,1.23,4.59,156.85,319609
Eli Lilly and Company Common St,LLY,3816060,13.33,2.47,5370000000.0,4.11,1.03,4.40,2.58,84.42,85750000000.0,0.08096625394513235,1.70,31.63,-0.00570526826899731,-0.0334,0.0479,-0.059000000000000004,0.27140000000000003,6.18,19.85,18.50,4.08,2.41,77.87,3585485
Lockheed Martin Corporation Com,LMT,1097300,5.23,2.72,6110000000.0,12.64,3.09,14.09,17.49,268.73,77650000000.0,0.04742848673484512,2.50,15.36,0.0,-0.0002,0.0467,-0.0215,0.1923,51.62,21.26,19.07,1.65,2.30,256.69,468055
Lincoln National Corporation Co,LNC,1871470,63.97,1.77,1800000000.0,6.99,1.74,7.51,5.03,66.80,14290000000.0,0.17678264939928212,0.96,12.61,-0.013730691215478319,-0.0504,0.0031,-0.1348,0.7984,1.00,9.07,8.45,1.08,2.90,63.23,740659
Alliant Energy Corporation Comm,LNT,1192510,16.96,3.18,1030000000.0,2.00,0.36,2.14,1.64,39.47,9140000000.0,-0.017051153460381108,3.12,24.54,-0.0007522567703109884,0.0173,0.0623,-0.020499999999999997,0.1783,2.35,20.08,18.76,2.73,3.65,37.79,1276850
"Lowe's Companies, Inc. Common S",LOW,5291980,7.43,1.73,7530000000.0,4.63,1.63,5.28,3.47,81.57,70410000000.0,0.053203172666259846,1.17,23.67,-0.0018303843807200293,0.0069,0.1065,-0.0223,0.2661,11.03,17.74,15.55,1.08,1.70,74.22,3036422
Lam Research Corporation,LRCX,1693920,39.39,1.40,1620000000.0,9.27,2.65,8.79,5.58,124.44,20670000000.0,0.05316893112385146,0.87,22.76,-0.0043194848032670485,0.0203,0.1466,-0.024399999999999998,0.7633,3.23,13.70,14.44,3.25,7.03,110.73,1130073
Leucadia National Corporation C,LUK,1822960,28.18,0.98,1250000000.0,1.69,0.40,1.57,0.34,26.29,9070000000.0,0.2090483619344774,0.84,74.81,-0.006240249609984372,-0.0409,0.091,-0.07769999999999999,0.6286,0.91,14.92,16.06,0.85,1.87,23.11,3418459
Southwest Airlines Company Comm,LUV,5755740,13.72,0.74,5270000000.0,3.80,1.16,4.61,3.55,54.77,33479999999.999996,0.14894005847953218,1.32,15.34,-0.0010964912280702066,-0.0064,0.0981,-0.08810000000000001,0.5364,3.99,14.32,11.80,1.65,1.95,49.56,3724861
"Level 3 Communications, Inc. Co",LVLT,2193840,30.32,0,2670000000.0,1.52,0.38,1.78,1.87,57.26,21470000000.0,0.052807486631015976,-1.06,31.83,-0.0020053475935829512,0.0395,0.0732,-0.0101,0.35240000000000005,1.97,39.16,33.44,2.64,2.37,55.46,646613
LyondellBasell Industries NV Or,LYB,2762850,14.97,4.00,6070000000.0,10.04,2.77,9.17,9.13,89.67,34430000000.0,0.15032833020637892,-3.07,9.37,-0.004221388367729784,-0.0461,-0.0229,-0.12390000000000001,0.22519999999999998,5.70,8.52,9.33,1.18,3.30,87.55,1380559
Macy's Inc Common Stock,M,8119340,14.22,5.18,2900000000.0,3.46,0.53,2.90,1.99,30.12,8740000000.0,0.20575988896599573,0.45,14.43,-0.001734906315059015,-0.0467,-0.1684,-0.3678,0.035699999999999996,2.03,8.30,9.90,0.34,2.36,34.53,3458944
Mastercard Incorporated Common,MA,3001660,5.2320,0.7900,6250000000.0,4.2600,1.0600,4.9600,3.6900,111.7680,121110000000.0,0.08626963699298829,1.7400,30.4487,-0.0015975858702406143,0.0052569999999999995,0.050887,-0.010083,0.29666,21.5348,26.3746,22.6523,11.2703,1.9300,106.9150,1314546
Mid-America Apartment Communiti,MAA,746748,56.41,3.42,636260000.0,2.29,0.58,2.71,2.69,101.29,11570000000.0,0.045812033031852106,6.31,37.90,-0.0004915454187967017,0.006,0.06280000000000001,-0.0737,0.19829999999999998,1.80,44.50,37.60,10.26,1.69,95.88,746680
Macerich Company (The) Common S,MAC,1216930,28.516,4.340,644910000.0,0.630,0.100,0.750,3.520,64.713,9560000000.0,0.07797330097087385,-944.910,18.874,-0.00182038834951459,0.026619999999999998,-0.038740000000000004,-0.29706,0.06912,2.312,105.452,88.580,8.743,5.060,69.113,706770
Marriott International,MAR,2449770,13.88,1.31,2000000000.0,3.94,1.02,4.59,2.64,90.07,35270000000.0,0.04654703643284397,1.62,34.83,-0.003915171288743857,0.0209,0.1255,-0.0364,0.5106,6.63,23.34,20.03,10.00,3.96,81.70,2307427
"Mattel, Inc.",MAT,5390460,7.03,6.08,823470000.0,1.45,0.02,1.71,0.92,25.35,8640000000.0,0.21236133122028544,1.10,27.43,-0.004358161648177483,-0.0043,-0.1106,-0.26289999999999997,0.026000000000000002,3.59,17.41,14.76,1.58,4.92,28.38,2574582
Microchip Technology Incorporat,MCHP,3535740,11.86,2.00,925100000.0,3.89,1.11,4.50,0.41,73.43,15860000000.0,0.16570802519857586,0.83,178.30,-0.005751848808545623,-0.0021,0.092,-0.0421,0.5598,6.16,18.84,16.25,5.16,6.92,67.11,838293
McKesson Corporation Common Sto,MCK,1865920,36.27,0.78,4620000000.0,12.62,2.86,11.88,8.43,147.48,29180000000.0,0.08688115379281647,1.45,16.32,-0.03668007211205093,-0.067,-0.0626,-0.31,0.2014,3.98,10.90,11.58,0.16,2.21,146.79,5094029
"Mondelez International, Inc.",MDLZ,8153390,16.46,1.73,4240000000.0,2.11,0.50,2.33,1.05,43.91,68300000000.0,0.11735387403715447,1.97,42.61,0.001359311282283615,0.019,0.0235,-0.0358,0.1047,2.68,21.20,19.20,2.60,1.52,43.71,6413983
Medtronic plc. Ordinary Shares,MDT,4576360,36.08,2.15,9090000000.0,4.58,1.12,4.95,2.83,81.27,109960000000.0,0.0979342956694873,2.37,28.36,0.003982080637132901,-0.0116,0.0227,-0.1001,0.1583,2.23,17.54,16.23,3.75,2.29,78.55,4542996
"MetLife, Inc. Common Stock",MET,5989990,61.44,3.03,1570000000.0,5.32,1.29,5.81,0.63,52.88,55740000000.0,0.14508670520231215,0.85,81.38,-0.009826589595375634,-0.0304,-0.021400000000000002,-0.1174,0.4175,0.84,9.64,8.82,0.89,2.13,52.39,5143941
"McCormick & Company, Incorporat",MKC,807916,13.79,1.90,763100000.0,4.08,1.09,4.46,3.70,99.81,12570000000.0,-0.009589451603236432,2.86,27.23,0.0004994506043352054,0.0098,0.056299999999999996,-0.0654,0.1371,7.26,24.70,22.60,2.82,7.25,95.42,284938
"Martin Marietta Materials, Inc.",MLM,750679,65.53,0.80,954670000.0,7.14,2.43,10.57,6.63,213.85,13290000000.0,0.11194696506652879,1.27,31.78,-0.007616719168743291,-0.0146,-0.0105,-0.1363,0.2751,3.25,25.76,19.94,3.75,2.35,212.96,329408
"Marsh & McLennan Companies, Inc",MMC,1814290,12.03,1.89,3100000000.0,3.74,1.01,4.17,3.38,73.87,37390000000.0,0.05528813093109619,1.90,21.48,-0.003988447256223271,-0.0171,0.0447,-0.0385,0.2094,6.04,19.41,17.41,2.83,3.32,69.50,727375
3M Company Common Stock,MMM,1927750,17.26,2.49,8700000000.0,8.62,2.23,9.38,8.16,190.34,113410000000.0,-0.002994326539189074,2.46,23.31,-0.0031519226728305982,-0.0006,0.0636,-0.017,0.16579999999999998,11.03,22.07,20.28,3.77,4.03,178.84,1176884
Mallinckrodt plc Ordinary Share,MNK,2235160,47.62,0,1480000000.0,7.58,1.96,8.50,2.58,46.85,4590000000.0,0.6794871794871795,0.94,17.02,-0.013945119208277013,-0.0641,-0.18109999999999998,-0.4891,0.0548,0.93,5.78,5.16,1.37,8.68,53.55,1102129
Monster Beverage Corporation,MNST,2506530,5.88,0,1210000000.0,1.49,0.40,1.70,1.19,46.07,25670000000.0,0.22461675183292606,1.55,38.08,-0.0008886914019106129,-0.0165,-0.2823,-0.18359999999999999,0.1242,7.66,30.61,26.65,8.36,2.31,63.13,1845962
"Altria Group, Inc.",MO,6551360,6.58,3.42,9500000000.0,3.29,0.87,3.57,7.28,73.96,140340000000.0,0.010786889780113329,2.74,9.94,-0.00013829345871951837,-0.0219,0.055,-0.054900000000000004,0.2162,10.99,21.99,20.26,7.25,1.89,68.57,3213687
Monsanto Company Common Stock,MON,2039790,12.6280,1.8700,4260000000.0,4.9000,-0.2800,5.4600,4.3470,114.3730,50910000000.0,0.06265599449178061,2.9500,26.6881,-0.001635252603494286,0.014341,0.082243,-0.005032999999999999,0.307044,9.2010,23.6762,21.2478,3.5223,2.0800,107.1970,358618
Mosaic Company (The) Common Sto,MOS,4610720,27.37,2.18,1200000000.0,1.07,0.31,1.39,0.85,29.17,9470000000.0,0.06652046783625742,1.15,31.81,-0.007309941520467822,-0.0731,-0.060599999999999994,-0.213,0.1875,1.00,23.51,19.45,1.34,3.43,28.78,3874602
Marathon Petroleum Corporation,MPC,4596060,25.68,2.92,4660000000.0,2.92,1.17,3.73,2.21,50.13,25900000000.0,0.22885771543086175,-120.43,22.20,-0.006012024048096087,-0.0212,0.0288,-0.1011,0.5325,1.94,16.80,13.16,0.47,2.62,47.70,2622718
"Merck & Company, Inc. Common St",MRK,9465060,14.5840,3.0000,12000000000.0,3.8100,0.8700,4.1800,1.4100,64.2072,170740000000.0,0.09872611464968162,2.4600,44.1033,-0.0054140127388534465,-0.031484,-0.004917,-0.069076,0.17198799999999997,4.3061,16.3217,14.8415,4.3314,1.8700,62.4930,4316481
Morgan Stanley Common Stock,MS,11340900,36.99,1.97,0.00,3.39,0.84,3.92,2.92,43.97,76900000000.0,0.1385876114726441,0.85,14.11,-0.01205109664979509,-0.06280000000000001,0.0038,-0.1293,0.7831999999999999,1.12,12.16,10.51,2.24,2.03,41.05,13845513
Microsoft Corporation,MSFT,22425900,8.90,2.40,27740000000.0,2.97,0.68,3.27,2.12,64.99,505530000000.0,0.062156383628588774,2.35,30.79,-0.002290775809407508,0.0067,0.049800000000000004,-0.013999999999999999,0.3619,7.36,22.03,20.01,5.91,1.94,62.32,12459255
M&T Bank Corporation Common Sto,MTB,893868,97.66,1.84,0.00,8.74,2.18,9.82,7.78,159.31,23410000000.0,0.02511222431852178,2.28,19.52,-0.0034480515256001265,-0.046799999999999994,0.0225,-0.1259,0.40549999999999997,1.57,17.37,15.48,4.64,4.48,148.51,1387401
"Mettler-Toledo International, I",MTD,173503,16.72,0,588240000.0,16.70,3.60,18.63,14.22,479.92,12380000000.0,-0.06251298890228185,2.35,33.57,-0.008541502140571144,-0.0053,0.0863,-0.0256,0.3893,28.79,28.59,25.61,4.98,9.80,439.47,81868
"Micron Technology, Inc.",MU,27120600,12.92,0.00,4730000000.0,4.28,1.54,5.14,0.64,26.65,30040000000.0,0.42388499815702185,6.25,42.29,-0.004791743457427167,0.0187,0.2335,-0.0911,1.9037,2.10,6.34,5.28,2.04,1.83,22.01,5773089
Mylan N.V.,MYL,5844340,20.76,0.00,3530000000.0,5.30,1.25,5.78,0.92,41.33,19860000000.0,0.3770972037283624,0.73,40.30,-0.01517976031957391,-0.10289999999999999,-0.0421,-0.2643,0.1036,1.81,7.00,6.43,1.82,3.67,38.71,3477419
Navient Corporation,NAVI,2446860,12.72,4.36,0.00,1.82,0.45,1.90,2.12,14.64,4380000000.0,0.19825853985264574,2.84,7.10,-0.008037508372404467,0.027999999999999997,-0.021400000000000002,-0.1616,0.3669,1.17,8.27,7.92,2.07,4.64,15.38,3149449
"Nasdaq, Inc.",NDAQ,882536,32.60,1.88,1160000000.0,4.18,1.00,4.59,0.64,70.02,11460000000.0,0.09568616097278526,1.55,107.36,-0.003908511870295284,-0.018799999999999997,0.0109,-0.0525,0.1229,2.12,16.44,15.10,3.11,3.49,67.97,517427
"NextEra Energy, Inc. Common Sto",NEE,1789880,52.01,3.01,7670000000.0,6.61,1.71,7.09,6.25,130.33,61690000000.0,0.05576350164234989,2.86,21.11,-7.6388358414059e-05,0.0123,0.07150000000000001,-0.0101,0.1941,2.52,19.96,18.61,3.79,6.23,123.14,1955600
"Netflix, Inc.",NFLX,5700150,6.23,0,437320000.0,1.11,0.24,1.98,0.43,143.57,61480000000.0,0.029813242784380245,1.66,332.21,0.0009507640067911716,-0.005,0.09699999999999999,-0.036699999999999997,0.6905,23.63,128.69,72.15,7.18,5.24,130.22,6358964
NiSource Inc Common Stock,NI,2971390,12.60,2.94,1360000000.0,1.16,0.11,1.23,1.02,23.66,7830000000.0,0.02789342214820989,2.56,23.71,0.0,0.0233,0.0683,-0.1013,0.1436,1.91,20.87,19.68,1.73,1.41,22.66,3760935
"Nike, Inc. Common Stock",NKE,9261000,7.70,1.30,5300000000.0,2.40,0.68,2.57,2.40,56.37,92510000000.0,0.1088193456614508,1.96,23.38,-0.003911806543385521,-0.0059,0.049400000000000006,-0.0742,0.1434,7.30,23.35,21.81,2.74,4.06,53.40,4122859
Nielsen N.V. Ordinary Shares,NLSN,2723690,11.475,3.020,1620000000.0,2.680,0.670,2.950,1.390,42.639,14680000000.0,0.16537342386032972,2.040,29.529,-0.005577109602327934,-0.03739,-0.0723,-0.26627,0.019039999999999998,3.594,15.315,13.914,2.337,3.620,44.244,1421874
