AfterHoursChangeRealtime,AnnualizedGain,Ask,AskRealtime,AverageDailyVolume,Bid,BidRealtime,BookValue,Change,ChangeFromFiftydayMovingAverage,ChangeFromTwoHundreddayMovingAverage,ChangeFromYearHigh,ChangeFromYearLow,ChangePercentRealtime,ChangeRealtime,Change_PercentChange,ChangeinPercent,Commission,Currency,DaysHigh,DaysLow,DaysRange,DaysRangeRealtime,DaysValueChange,DaysValueChangeRealtime,DividendPayDate,DividendShare,DividendYield,EBITDA,EPSEstimateCurrentYear,EPSEstimateNextQuarter,EPSEstimateNextYear,EarningsShare,ErrorIndicationreturnedforsymbolchangedinvalid,ExDividendDate,FiftydayMovingAverage,HighLimit,HoldingsGain,HoldingsGainPercent,HoldingsGainPercentRealtime,HoldingsGainRealtime,HoldingsValue,HoldingsValueRealtime,LastTradeDate,LastTradeDateTimeUTC,LastTradePriceOnly,LastTradeRealtimeWithTime,LastTradeTime,LastTradeWithTime,LowLimit,MarketCapRealtime,MarketCapitalization,MoreInfo,Name,Notes,OneyrTargetPrice,Open,OrderBookRealtime,PEGRatio,PERatio,PERatioRealtime,PercebtChangeFromYearHigh,PercentChange,PercentChangeFromFiftydayMovingAverage,PercentChangeFromTwoHundreddayMovingAverage,PercentChangeFromYearLow,PreviousClose,PriceBook,PriceEPSEstimateCurrentYear,PriceEPSEstimateNextYear,PricePaid,PriceSales,SharesOwned,ShortRatio,StockExchange,Symbol,TickerTrend,TradeDate,TwoHundreddayMovingAverage,Volume,YearHigh,YearLow,YearRange,symbol
,,,,1167660,117.97,,3.64,+0.11,1.92,6.19,-1.60,24.85,,,+0.11 - +0.09%,+0.09%,,USD,118.96,117.93,117.93 - 118.96,,,,1/18/2017,1.36,1.16,1.43B,4.35,3.89,4.96,3.74,,1/6/2017,117.03,,,,,,,,2/15/2017,2017-02-15 21:00:00 UTC+0000,118.95,,4:00pm,4:00pm - <b>118.95</b>,,,30.53B,,Intuit Inc.,,116.88,118.54,,1.57,31.82,,-1.33%,+0.09%,+1.64%,+5.49%,+26.41%,118.84,32.64,27.34,23.98,,6.41,,2.35,NMS,INTU,,,112.75,1031135,120.55,94.10,94.10 - 120.55,INTU
,,,,3007370,,,10.55,-0.12,-1.27,3.17,-6.10,19.33,,,-0.12 - -0.23%,-0.23%,,USD,53.40,52.70,52.70 - 53.40,,,,3/15/2017,1.85,3.51,2.85B,3.62,0.85,4.14,2.18,,2/13/2017,54.03,,,,,,,,2/15/2017,2017-02-15 21:00:00 UTC+0000,52.76,,4:00pm,4:00pm - <b>52.76</b>,,,21.70B,,International Paper Company Com,,54.40,52.91,,1.83,24.22,,-10.36%,-0.23%,-2.34%,+6.40%,+57.82%,52.88,5.01,14.57,12.74,,1.03,,3.61,NYQ,IP,,,49.59,4414317,58.86,33.43,33.43 - 58.86,IP
,,,,3889540,,,0.00,+0.23,1.17,1.64,-0.59,4.07,,,+0.23 - +0.94%,+0.94%,,USD,24.79,24.42,24.42 - 24.79,,,,3/15/2017,0.60,2.48,1.09B,1.46,0.35,1.63,1.49,,11/29/2016,23.57,,,,,,,,2/15/2017,2017-02-15 21:01:00 UTC+0000,24.74,,4:01pm,4:01pm - <b>24.74</b>,,,9.82B,,"Interpublic Group of Companies,",,26.53,24.47,,2.95,16.60,,-2.33%,+0.94%,+4.98%,+7.08%,+19.69%,24.51,,16.95,15.18,,1.24,,3.95,NYQ,IPG,,,23.10,3567808,25.33,20.67,20.67 - 25.33,IPG
,,,,1939980,,,25.58,-0.05,3.49,9.84,-0.55,30.30,,,-0.05 - -0.06%,-0.06%,,USD,81.99,81.11,81.11 - 81.99,,,,3/31/2017,1.60,1.97,1.93B,4.47,1.44,4.97,5.64,,12/7/2016,78.13,,,,,,,,2/15/2017,2017-02-15 21:02:00 UTC+0000,81.62,,4:02pm,4:02pm - <b>81.62</b>,,,21.43B,,Ingersoll-Rand plc (Ireland),,84.63,81.58,,2.02,14.47,,-0.67%,-0.06%,+4.46%,+13.71%,+59.04%,81.67,3.19,18.26,16.42,,1.59,,2.74,NYQ,IR,,,71.78,1914228,82.17,51.32,51.32 - 82.17,IR
,,,,1476400,,,8.07,+0.21,2.41,2.15,-4.24,8.97,,,+0.21 - +0.57%,+0.57%,,USD,37.36,36.86,36.86 - 37.36,,,,12/30/2016,2.20,5.85,1.00B,1.11,0.29,1.27,0.26,,12/13/2016,34.85,,,,,,,,2/15/2017,2017-02-15 21:03:00 UTC+0000,37.26,,4:03pm,4:03pm - <b>37.26</b>,,,9.82B,,Iron Mountain Incorporated (Del,,40.80,36.88,,3.39,141.14,,-10.22%,+0.57%,+6.91%,+6.13%,+31.71%,37.05,4.59,33.57,29.34,,2.93,,11.14,NYQ,IRM,,,35.11,932378,41.50,28.29,28.29 - 41.50,IRM
,,759.00,,366785,689.00,,148.91,+1.82,44.11,41.39,-10.51,186.28,,,+1.82 - +0.25%,+0.25%,,USD,719.30,710.51,710.51 - 719.30,,,,,,,1.05B,23.49,5.86,26.53,18.73,,,672.63,,,,,,,,2/15/2017,2017-02-15 21:00:00 UTC+0000,716.74,,4:00pm,4:00pm - <b>716.74</b>,,,27.80B,,"Intuitive Surgical, Inc.",,745.00,711.63,,2.58,38.27,,-1.45%,+0.25%,+6.56%,+6.13%,+35.12%,714.92,4.80,30.51,27.02,,10.25,,9.03,NMS,ISRG,,,675.35,303146,727.25,530.46,530.46 - 727.25,ISRG
,,,,1278400,,,12.26,+0.16,4.47,8.70,-0.40,36.77,,,+0.16 - +0.12%,+0.12%,,USD,129.98,128.90,128.90 - 129.98,,,,1/11/2017,2.60,2.01,3.53B,6.18,1.60,6.83,5.70,,12/28/2016,125.29,,,,,,,,2/15/2017,2017-02-15 21:02:00 UTC+0000,129.76,,4:02pm,4:02pm - <b>129.76</b>,,,44.97B,,Illinois Tool Works Inc. Common,,133.33,129.19,,2.26,22.76,,-0.31%,+0.12%,+3.57%,+7.19%,+39.54%,129.60,10.57,21.00,19.00,,3.30,,4.35,NYQ,ITW,,,121.06,838350,130.16,92.99,92.99 - 130.16,ITW
,,,,3219350,,,18.94,+0.71,2.03,2.08,-0.63,9.69,,,+0.71 - +2.22%,+2.22%,,USD,32.82,32.11,32.11 - 32.82,,,,3/3/2017,1.12,3.52,1.35B,2.40,0.58,2.71,2.06,,2/14/2017,30.68,,,,,,,,2/15/2017,2017-02-15 21:02:00 UTC+0000,32.71,,4:02pm,4:02pm - <b>32.71</b>,,,13.36B,,Invesco Ltd Common Stock,,33.09,32.37,,1.79,15.88,,-1.89%,+2.22%,+6.61%,+6.80%,+42.09%,32.00,1.69,13.63,12.07,,2.76,,2.24,NYQ,IVZ,,,30.63,2972915,33.34,23.02,23.02 - 33.34,IVZ
,,,,927306,100.36,,12.70,+1.17,2.69,12.28,-1.71,26.21,,,+1.17 - +1.18%,+1.18%,,USD,100.79,99.45,99.45 - 100.79,,,,2/24/2017,0.92,0.92,1.08B,4.16,1.00,4.77,3.81,,2/8/2017,97.97,,,,,,,,2/15/2017,2017-02-15 21:00:00 UTC+0000,100.67,,4:00pm,4:00pm - <b>100.67</b>,,,11.21B,,"J.B. Hunt Transport Services, I",,104.63,99.45,,1.93,26.42,,-1.67%,+1.18%,+2.75%,+13.89%,+35.20%,99.50,7.83,24.20,21.10,,1.69,,3.65,NMS,JBHT,,,88.39,754144,102.38,74.46,74.46 - 102.38,JBHT
,,,,5745130,,,20.86,+0.13,-1.09,-2.34,-7.35,7.06,,,+0.13 - +0.31%,+0.31%,,USD,41.73,40.63,40.63 - 41.73,,,,1/6/2017,1.12,2.68,3.76B,2.66,0.72,3.08,-1.34,,12/12/2016,42.71,,,,,,,,2/15/2017,2017-02-15 21:02:00 UTC+0000,41.62,,4:02pm,4:02pm - <b>41.62</b>,,,39.07B,,Johnson Controls International,,49.95,41.35,,1.16,,,-15.01%,+0.31%,-2.54%,-5.32%,+20.45%,41.49,1.99,15.65,13.51,,0.97,,1.47,NYQ,JCI,,,43.96,8404114,48.97,34.56,34.56 - 48.97,JCI
,,,,1053500,,,33.59,+0.47,-0.37,2.63,-5.57,21.16,,,+0.47 - +0.82%,+0.82%,,USD,57.85,57.21,57.21 - 57.85,,,,3/17/2017,0.60,1.05,642.12M,3.13,0.82,3.47,1.85,,,58.22,,,,,,,,2/15/2017,2017-02-15 15:43:00 UTC+0000,57.85,,10:43am,10:43am - <b>57.85</b>,,,7.00B,,Jacobs Engineering Group Inc. C,,59.90,57.45,,2.93,31.27,,-8.78%,+0.82%,-0.64%,+4.76%,+57.67%,57.38,1.71,18.60,16.67,,0.65,,3.77,NYQ,JEC,,,55.22,467006,63.42,36.69,36.69 - 63.42,JEC
,,,,6908500,,,26.73,+0.84,2.70,0.43,-8.87,14.97,,,+0.84 - +0.72%,+0.72%,,USD,117.46,115.59,115.59 - 117.46,,,,3/14/2017,3.20,2.78,24.81B,7.04,1.81,7.38,5.93,,11/18/2016,114.50,,,,,,,,2/15/2017,2017-02-15 21:01:00 UTC+0000,117.20,,4:01pm,4:01pm - <b>117.20</b>,,,318.85B,,Johnson & Johnson Common Stock,,125.06,115.90,,2.80,19.76,,-7.04%,+0.72%,+2.36%,+0.37%,+14.64%,116.36,4.35,16.65,15.88,,4.40,,2.18,NYQ,JNJ,,,116.77,5978354,126.07,102.23,102.23 - 126.07,JNJ
,,,,3791950,,,13.09,+0.08,0.20,2.45,-1.25,6.78,,,+0.08 - +0.29%,+0.29%,,USD,28.04,27.81,27.81 - 28.04,,,,3/22/2017,0.40,1.45,1.12B,2.19,0.53,2.35,1.55,,11/29/2016,27.76,,,,,,,,2/15/2017,2017-02-15 21:02:00 UTC+0000,27.96,,4:02pm,4:02pm - <b>27.96</b>,,,10.62B,,"Juniper Networks, Inc. Common S",,28.43,27.88,,1.15,18.04,,-4.28%,+0.29%,+0.71%,+9.61%,+32.04%,27.88,2.13,12.77,11.90,,2.12,,1.95,NYQ,JNPR,,,25.51,2805572,29.21,21.17,21.17 - 29.21,JNPR
,,,,16432200,,,63.89,+1.03,4.53,15.43,-0.28,36.26,,,+1.03 - +1.15%,+1.15%,,USD,90.87,89.35,89.35 - 90.87,,,,1/31/2017,1.92,2.18,0.00,6.55,1.65,7.47,6.19,,1/4/2017,86.06,,,,,,,,2/15/2017,2017-02-15 21:00:00 UTC+0000,90.59,,4:00pm,4:00pm - <b>90.59</b>,,,323.47B,,JP Morgan Chase & Co. Common St,,89.21,90.08,,2.20,14.63,,-0.31%,+1.15%,+5.26%,+20.53%,+66.74%,89.56,1.40,13.83,12.13,,3.54,,2.17,NYQ,JPM,,,75.16,17346274,90.87,54.33,54.33 - 90.87,JPM
,,,,3202900,,,4.97,+0.68,1.02,-4.61,-16.70,11.11,,,+0.68 - +1.50%,+1.50%,,USD,46.47,45.44,45.44 - 46.47,,,,12/13/2016,1.48,3.29,1.59B,2.93,0.32,3.08,1.88,,11/23/2016,45.10,,,,,,,,2/15/2017,2017-02-15 21:01:00 UTC+0000,46.12,,4:01pm,4:01pm - <b>46.12</b>,,,7.99B,,"Nordstrom, Inc. Common Stock",,49.65,45.66,,3.10,24.54,,-26.58%,+1.50%,+2.25%,-9.08%,+31.73%,45.44,9.15,15.74,14.97,,0.54,,8.52,NYQ,JWN,,,50.73,4031884,62.82,35.01,35.01 - 62.82,JWN
,,,,1642060,,,5.44,+0.12,3.01,0.07,-11.12,5.31,,,+0.12 - +0.16%,+0.16%,,USD,76.30,74.53,74.53 - 76.30,,,,12/15/2016,2.08,2.74,2.25B,3.95,0.97,4.34,1.96,,11/29/2016,73.03,,,,,,,,2/15/2017,2017-02-15 21:01:00 UTC+0000,76.04,,4:01pm,4:01pm - <b>76.04</b>,,,26.69B,,Kellogg Company Common Stock,,82.75,75.28,,2.77,38.80,,-12.76%,+0.16%,+4.12%,+0.10%,+7.50%,75.92,13.95,19.25,17.52,,2.05,,2.88,NYQ,K,,,75.97,1934353,87.16,70.74,70.74 - 87.16,K
,,,,13089200,,,12.58,+0.23,0.88,3.95,-0.11,8.95,,,+0.23 - +1.22%,+1.22%,,USD,19.21,18.88,18.88 - 19.21,,,,3/15/2017,0.34,1.86,0.00,1.31,0.32,1.51,0.80,,11/25/2016,18.22,,,,,,,,2/15/2017,2017-02-15 21:05:00 UTC+0000,19.10,,4:05pm,4:05pm - <b>19.10</b>,,,20.61B,,KeyCorp Common Stock,,19.90,19.12,,1.27,23.85,,-0.57%,+1.22%,+4.84%,+26.03%,+88.18%,18.87,1.50,14.58,12.65,,4.31,,1.67,NYQ,KEY,,,15.15,14833693,19.21,10.15,10.15 - 19.21,KEY
,,89.290,,2746610,88.820,,47.341,+0.285,2.810,3.952,-0.205,20.075,,,+0.285 - +0.314%,+0.314%,,USD,91.300,90.260,90.260 - 91.300,,,,12/16/2016,2.400,2.660,8.71B,3.240,0.940,3.900,2.272,,11/30/2016,88.285,,,,,,,,2/15/2017,2017-02-15 21:00:00 UTC+0000,91.095,,4:00pm,4:00pm - <b>91.095</b>,,,110.89B,,The Kraft Heinz Company,,90.290,91.130,,1.270,40.095,,-0.225%,+0.314%,+3.183%,+4.535%,+28.267%,90.810,1.918,27.773,23.358,,4.132,,4.650,NMS,KHC,,,87.143,3083395,91.300,71.020,71.020 - 91.300,KHC
,,,,3315690,,,12.37,-0.54,-0.96,-3.11,-8.10,0.12,,,-0.54 - -2.19%,-2.19%,,USD,24.65,24.02,24.02 - 24.65,,,,4/17/2017,1.08,4.34,748.30M,0.64,0.16,0.70,0.79,,12/29/2016,25.10,,,,,,,,2/15/2017,2017-02-15 21:04:00 UTC+0000,24.14,,4:04pm,4:04pm - <b>24.14</b>,,,10.26B,,Kimco Realty Corporation Common,,27.47,24.65,,12.28,30.56,,-25.12%,-2.19%,-3.81%,-11.42%,+0.50%,24.68,2.00,37.72,34.49,,8.95,,3.99,NYQ,KIM,,,27.25,3896281,32.24,24.02,24.02 - 32.24,KIM
,,88.19,,1547590,86.76,,6.16,+0.69,4.76,11.64,-0.44,22.90,,,+0.69 - +0.79%,+0.79%,,USD,87.86,86.69,86.69 - 87.86,,,,3/1/2017,2.16,2.49,1.25B,5.75,1.53,6.08,5.50,,2/13/2017,82.92,,,,,,,,2/15/2017,2017-02-15 21:00:00 UTC+0000,87.68,,4:00pm,4:00pm - <b>87.68</b>,,,13.74B,,KLA-Tencor Corporation,,86.67,86.99,,1.26,15.94,,-0.50%,+0.79%,+5.74%,+15.31%,+35.35%,86.99,14.13,15.25,14.42,,4.18,,1.88,NMS,KLAC,,,76.04,743737,88.12,64.78,64.78 - 88.12,KLAC
,,,,1866960,,,-0.29,+1.53,5.96,4.18,-14.46,13.11,,,+1.53 - +1.25%,+1.25%,,USD,124.68,122.96,122.96 - 124.68,,,,4/4/2017,3.88,3.14,4.08B,6.30,1.52,6.76,5.99,,12/7/2016,118.45,,,,,,,,2/15/2017,2017-02-15 21:02:00 UTC+0000,124.41,,4:02pm,4:02pm - <b>124.41</b>,,,44.32B,,Kimberly-Clark Corporation Comm,,125.00,123.46,,2.65,20.77,,-10.41%,+1.25%,+5.03%,+3.48%,+11.78%,122.88,,19.75,18.40,,2.41,,2.56,NYQ,KMB,,,120.23,1709951,138.87,111.30,111.30 - 138.87,KMB
,,,,12815300,,,15.44,-0.27,0.18,0.72,-1.09,5.64,,,-0.27 - -1.20%,-1.20%,,USD,22.49,22.21,22.21 - 22.49,,,,2/15/2017,0.50,2.22,6.16B,0.68,0.15,0.79,0.25,,1/30/2017,22.09,,,,,,,,2/15/2017,2017-02-15 21:00:00 UTC+0000,22.27,,4:00pm,4:00pm - <b>22.27</b>,,,49.66B,,"Kinder Morgan, Inc. Common Stoc",,25.56,22.41,,-66.30,89.80,,-4.67%,-1.20%,+0.80%,+3.36%,+33.91%,22.54,1.46,32.75,28.19,,3.85,,1.53,NYQ,KMI,,,21.55,11871137,23.36,16.63,16.63 - 23.36,KMI
,,,,1998260,,,16.09,+0.38,2.33,9.76,-0.26,26.51,,,+0.38 - +0.56%,+0.56%,,USD,68.86,67.79,67.79 - 68.86,,,,,,,1.21B,3.29,1.00,3.57,3.16,,,66.27,,,,,,,,2/15/2017,2017-02-15 21:02:00 UTC+0000,68.60,,4:02pm,4:02pm - <b>68.60</b>,,,12.84B,,CarMax Inc,,67.40,67.91,,1.54,21.74,,-0.38%,+0.56%,+3.51%,+16.59%,+62.99%,68.22,4.24,20.85,19.22,,0.82,,10.31,NYQ,KMX,,,58.84,1793110,68.86,42.09,42.09 - 68.86,KMX
,,,,13948200,,,5.38,-0.09,-0.96,-1.63,-6.69,0.56,,,-0.09 - -0.22%,-0.22%,,USD,40.63,40.40,40.40 - 40.63,,,,12/15/2016,1.40,3.45,11.61B,1.89,0.57,1.95,1.49,,11/29/2016,41.40,,,,,,,,2/15/2017,2017-02-15 21:01:00 UTC+0000,40.44,,4:01pm,4:01pm - <b>40.44</b>,,,173.41B,,Coca-Cola Company (The) Common,,43.64,40.42,,7.37,27.14,,-14.19%,-0.22%,-2.31%,-3.89%,+1.40%,40.53,7.54,21.40,20.74,,4.15,,2.89,NYQ,KO,,,42.07,26599659,47.13,39.88,39.88 - 47.13,KO
,,,,2765840,,,11.35,-0.05,-3.60,-8.69,-21.44,3.13,,,-0.05 - -0.13%,-0.13%,,USD,38.32,37.83,37.83 - 38.32,,,,,,,1.21B,4.17,0.83,4.04,4.38,,,41.65,,,,,,,,2/15/2017,2017-02-15 21:03:00 UTC+0000,38.05,,4:03pm,4:03pm - <b>38.05</b>,,,6.21B,,Michael Kors Holdings Limited O,,41.71,37.83,,2.28,8.70,,-36.04%,-0.13%,-8.65%,-18.59%,+8.96%,38.10,3.36,9.12,9.42,,1.34,,5.90,NYQ,KORS,,,46.74,2624559,59.49,34.92,34.92 - 59.49,KORS
,,,,7480160,,,7.08,+0.44,-0.21,0.96,-7.40,4.80,,,+0.44 - +1.33%,+1.33%,,USD,33.60,33.05,33.05 - 33.60,,,,3/1/2017,0.48,1.43,5.88B,2.11,0.71,2.24,2.08,,2/13/2017,33.72,,,,,,,,2/15/2017,2017-02-15 21:00:00 UTC+0000,33.51,,4:00pm,4:00pm - <b>33.51</b>,,,31.44B,,Kroger Company (The) Common Sto,,36.00,33.20,,2.52,16.10,,-18.09%,+1.33%,-0.63%,+2.94%,+16.72%,33.07,4.67,15.88,14.96,,0.27,,1.85,NYQ,KR,,,32.55,7743643,40.91,28.71,28.71 - 40.91,KR
,,,,4470040,,,29.02,+0.21,0.53,-2.79,-16.82,8.98,,,+0.21 - +0.49%,+0.49%,,USD,43.24,42.33,42.33 - 43.24,,,,12/21/2016,2.00,4.76,2.38B,3.64,0.34,3.73,3.29,,12/5/2016,42.32,,,,,,,,2/15/2017,2017-02-15 21:03:00 UTC+0000,42.85,,4:03pm,4:03pm - <b>42.85</b>,,,7.56B,,Kohl's Corporation Common Stock,,46.43,42.64,,1.48,13.04,,-28.19%,+0.49%,+1.26%,-6.10%,+26.51%,42.64,1.47,11.77,11.49,,0.40,,3.56,NYQ,KSS,,,45.64,3782946,59.67,33.87,33.87 - 59.67,KSS
,,,,1740210,,,38.31,+0.33,1.97,-2.91,-13.94,7.70,,,+0.33 - +0.38%,+0.38%,,USD,86.90,85.87,85.87 - 86.90,,,,4/5/2017,1.32,1.54,1.12B,5.06,1.25,5.63,4.43,,12/28/2016,84.78,,,,,,,,2/15/2017,2017-02-15 21:02:00 UTC+0000,86.75,,4:02pm,4:02pm - <b>86.75</b>,,,9.25B,,Kansas City Southern Common Sto,,96.32,86.05,,1.52,19.58,,-13.84%,+0.38%,+2.32%,-3.24%,+9.74%,86.42,2.26,17.14,15.41,,3.95,,1.32,NYQ,KSU,,,89.66,1757818,100.69,79.05,79.05 - 100.69,KSU
,,,,870352,,,54.22,+0.29,0.71,3.70,-0.80,11.84,,,+0.29 - +0.62%,+0.62%,,USD,47.25,46.71,46.71 - 47.25,,,,12/13/2016,0.25,0.54,1.68B,3.03,0.74,3.20,1.87,,11/28/2016,46.54,,,,,,,,2/15/2017,2017-02-15 21:02:00 UTC+0000,47.25,,4:02pm,4:02pm - <b>47.25</b>,,,15.90B,,Loews Corporation Common Stock,,43.00,46.82,,2.76,25.29,,-1.66%,+0.62%,+1.53%,+8.51%,+33.44%,46.96,0.87,15.59,14.77,,1.21,,2.31,NYQ,L,,,43.55,771854,48.05,35.41,35.41 - 48.05,L
,,,,2485660,,,-4.16,+0.68,-3.07,-11.15,-30.55,0.74,,,+0.68 - +1.18%,+1.18%,,USD,58.38,57.54,57.54 - 58.38,,,,3/3/2017,2.40,4.07,2.63B,3.61,0.49,3.70,3.97,,11/16/2016,61.29,,,,,,,,2/15/2017,2017-02-15 21:02:00 UTC+0000,58.22,,4:02pm,4:02pm - <b>58.22</b>,,,16.65B,,"L Brands, Inc.",,67.72,57.69,,1.43,14.65,,-34.41%,+1.18%,-5.00%,-16.07%,+1.29%,57.54,,16.13,15.74,,1.32,,4.42,NYQ,LB,,,69.37,3121037,88.77,57.48,57.48 - 88.77,LB
,,,,875550,,,8.19,+0.06,-0.05,-0.48,-6.37,5.27,,,+0.06 - +0.12%,+0.12%,,USD,48.30,47.96,47.96 - 48.30,,,,1/13/2017,1.36,2.78,597.90M,2.63,0.70,2.83,2.76,,12/13/2016,48.31,,,,,,,,2/15/2017,2017-02-15 21:01:00 UTC+0000,48.26,,4:01pm,4:01pm - <b>48.26</b>,,,6.44B,,"Leggett & Platt, Incorporated C",,50.40,48.11,,7.15,17.51,,-11.65%,+0.12%,-0.10%,-0.99%,+12.26%,48.20,5.88,18.35,17.05,,1.72,,6.95,NYQ,LEG,,,48.74,865269,54.62,42.99,42.99 - 54.62,LEG
,,,,2583890,,,29.97,+0.69,2.26,2.85,-2.70,7.23,,,+0.69 - +1.49%,+1.49%,,USD,47.12,46.19,46.19 - 47.12,,,,2/10/2017,0.16,0.34,1.34B,3.82,0.94,4.50,3.93,,1/25/2017,44.64,,,,,,,,2/15/2017,2017-02-15 21:02:00 UTC+0000,46.90,,4:02pm,4:02pm - <b>46.90</b>,,,11.00B,,Lennar Corporation Class A Comm,,51.25,46.28,,1.36,11.92,,-5.44%,+1.49%,+5.06%,+6.46%,+18.23%,46.21,1.54,11.25,10.42,,0.99,,3.21,NYQ,LEN,,,44.05,2056527,49.60,39.67,39.67 - 49.60,LEN
,,,,753706,,,53.73,+0.49,3.79,3.53,-4.95,32.86,,,+0.49 - +0.36%,+0.36%,,USD,137.19,134.10,134.10 - 137.19,,,,,0.00,0.00,1.79B,8.80,2.22,9.63,6.31,,3/29/1994,132.58,,,,,,,,2/15/2017,2017-02-15 21:02:00 UTC+0000,136.37,,4:02pm,4:02pm - <b>136.37</b>,,,14.05B,,Laboratory Corporation of Ameri,,148.06,135.18,,1.56,21.63,,-3.50%,+0.36%,+2.86%,+2.66%,+31.75%,135.88,2.53,15.50,14.16,,1.51,,2.84,NYQ,LH,,,132.84,1009505,141.32,103.51,103.51 - 141.32,LH
,,33.22,,1886900,30.80,,11.15,+0.26,0.51,-1.34,-4.43,7.49,,,+0.26 - +0.82%,+0.82%,,USD,32.06,31.37,31.37 - 32.06,,,,,,,1.02B,1.81,0.49,2.03,1.53,,,31.41,,,,,,,,2/15/2017,2017-02-15 21:00:00 UTC+0000,31.92,,4:00pm,4:00pm - <b>31.92</b>,,,9.82B,,LKQ Corporation,,38.91,31.51,,0.52,20.86,,-12.19%,+0.82%,+1.62%,-4.04%,+30.66%,31.66,2.84,17.64,15.72,,1.14,,2.06,NMS,LKQ,,,33.26,1627120,36.35,24.43,24.43 - 36.35,LKQ
,,,,589006,,,58.86,+2.42,13.44,16.94,-0.15,52.40,,,+2.42 - +1.46%,+1.46%,,USD,168.30,165.99,165.99 - 168.30,,,,12/15/2016,2.80,1.69,1.21B,8.60,2.08,9.38,9.01,,11/15/2016,154.71,,,,,,,,2/15/2017,2017-02-15 21:00:00 UTC+0000,168.15,,4:00pm,4:00pm - <b>168.15</b>,,,13.00B,,"L3 Technologies, Inc. Common St",,176.60,166.69,,2.98,18.66,,-0.09%,+1.46%,+8.69%,+11.20%,+45.27%,165.73,2.82,19.55,17.93,,1.22,,1.93,NYQ,LLL,,,151.21,584244,168.30,115.75,115.75 - 168.30,LLL
,,64.77,,1591990,,,7.81,+0.80,1.82,4.00,-0.01,22.88,,,+0.80 - +1.25%,+1.25%,,USD,64.66,63.85,63.85 - 64.66,,,,3/7/2017,1.32,2.08,725.98M,2.22,0.59,2.41,2.04,,11/16/2016,62.83,,,,,,,,2/15/2017,2017-02-15 21:00:00 UTC+0000,64.65,,4:00pm,4:00pm - <b>64.65</b>,,,15.57B,,Linear Technology Corporation,,63.00,64.03,,2.92,31.69,,-0.02%,+1.25%,+2.90%,+6.60%,+54.78%,63.85,8.18,29.12,26.83,,10.36,,5.92,NMS,LLTC,,,60.65,1737883,64.66,41.77,41.77 - 64.66,LLTC
,,,,6109230,,,14.74,+1.44,4.06,3.62,-3.54,16.07,,,+1.44 - +1.83%,+1.83%,,USD,80.54,78.05,78.05 - 80.54,,,,3/10/2017,2.08,2.67,5.41B,4.10,1.03,4.39,2.58,,2/13/2017,76.19,,,,,,,,2/15/2017,2017-02-15 21:02:00 UTC+0000,80.25,,4:02pm,4:02pm - <b>80.25</b>,,,86.04B,,Eli Lilly and Company Common St,,86.35,78.34,,1.69,31.13,,-4.22%,+1.83%,+5.32%,+4.72%,+25.04%,78.81,5.35,19.57,18.28,,3.98,,2.22,NYQ,LLY,,,76.63,4269718,83.79,64.18,64.18 - 83.79,LLY
,,,,1436000,,,5.18,+0.90,8.61,12.79,-6.44,54.36,,,+0.90 - +0.34%,+0.34%,,USD,263.76,261.07,261.07 - 263.76,,,,3/24/2017,7.28,2.79,6.76B,12.65,3.09,14.10,17.49,,11/29/2016,254.85,,,,,,,,2/15/2017,2017-02-15 21:02:00 UTC+0000,263.46,,4:02pm,4:02pm - <b>263.46</b>,,,76.88B,,Lockheed Martin Corporation Com,,281.58,262.00,,2.49,15.06,,-2.39%,+0.34%,+3.38%,+5.10%,+26.00%,262.56,50.71,20.83,18.69,,1.62,,1.58,NYQ,LMT,,,250.67,1063781,269.90,209.10,209.10 - 269.90,LMT
,,,,1555430,,,63.98,+0.95,5.07,16.55,-0.06,38.92,,,+0.95 - +1.32%,+1.32%,,USD,73.14,71.88,71.88 - 73.14,,,,2/1/2017,1.16,1.63,1.80B,6.98,1.73,7.51,5.03,,1/6/2017,68.01,,,,,,,,2/15/2017,2017-02-15 21:02:00 UTC+0000,73.08,,4:02pm,4:02pm - <b>73.08</b>,,,16.54B,,Lincoln National Corporation Co,,73.17,72.55,,1.18,14.53,,-0.08%,+1.32%,+7.45%,+29.28%,+113.93%,72.13,1.13,10.47,9.73,,1.22,,4.28,NYQ,LNC,,,56.53,1499997,73.14,34.16,34.16 - 73.14,LNC
,,,,969440,,,16.96,-0.13,-0.03,-0.14,-3.45,4.47,,,-0.13 - -0.35%,-0.35%,,USD,37.58,37.05,37.05 - 37.58,,,,2/15/2017,1.26,3.33,1.03B,1.88,0.43,2.00,1.51,,1/27/2017,37.57,,,,,,,,2/15/2017,2017-02-15 21:04:00 UTC+0000,37.54,,4:04pm,4:04pm - <b>37.54</b>,,,8.54B,,Alliant Energy Corporation Comm,,37.00,37.23,,3.34,24.84,,-8.42%,-0.35%,-0.08%,-0.38%,+13.50%,37.67,2.22,19.97,18.77,,2.63,,5.45,NYQ,LNT,,,37.68,1144488,40.99,33.08,33.08 - 40.99,LNT
